smi,adduct,ccs
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc2ccccc2n1,[M+H]+,181.83
O=S(=O)(c1cccc(COc2cccc(Cl)c2Cl)c1)N1CCOCC1,[M+H]+,176.42
CCOc1ccccc1NC(=O)c1ccc(OC(C)C)cc1,[M-H]-,182.52
CCCCCNC(=O)c1cc(-c2csc(C)n2)c[nH]1,[M-H]-,177.01
O=C(NCCN1CCOCC1)c1cc(Cl)c2c(c1)OCO2,[M+H]+,173.32
O=C(NCc1ccc2c(c1)OCO2)c1c(F)cccc1F,[M+Na]+,170.15
COC(=O)c1c(C)[nH]c(C(=O)NCCOc2ccccc2)c1C,[M+H]+,181.22
Cc1cccc(CSc2n[nH]c(=O)n2C2CC2)c1,[M+H]+,157.92
O=C(c1ccccc1SCC1CCCO1)N1CCN(Cc2nc3ccccc3s2)CC1,[M+H]+,211.53
CC(=O)N1CCc2cc(S(=O)(=O)NC(C)c3ccco3)ccc21,[M-H]-,179.51
COC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(Br)cc1,[M+H]+,177.25
O=C(Nc1nc(-c2ccccn2)cs1)C1CCCC1,[M+H]+,168.45
O=C(NC1C2CC3CC(C2)CC1C3)c1ccccc1,[M+Na]+,185.52
O=C(NCc1ccccc1)c1ccccc1OCC(=O)N1CCN(c2ncccn2)CC1,[M+Na]+,212.78
Clc1ccc(-c2noc(CN3CCCC3c3ccccc3)n2)cc1,[M+Na]+,185.48
COc1cc(CN(C)C(=O)c2ccc3c(c2)CCN3S(C)(=O)=O)ccc1OC(F)F,[M+Na]+,190.9
C#CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cccc(C)c1,[M+Na]+,198.19
CN(C)C(=O)CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,[M+Na]+,186.06
CCC1(c2ccc(F)cc2)NC(=O)N(CC#N)C1=O,[M-H]-,154.72
CNC1=C(C(=O)N2CCOCC2)C(=N)C(C(=O)Nc2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)S1,[M-H]-,229.13
O=C(C=Cc1ccc(Br)o1)Nc1ccc(F)cc1,[M+H]+,160.72
CC(C)n1ncc2cc(C(=O)Nc3nc4c(s3)CCC4)cnc21,[M+H]+,185.14
CC(C)Cn1c(SC2CCCCCC2=O)nnc1-c1ccccc1F,[M+Na]+,196.19
CCn1c(-c2ccco2)nn(CN2CCN(Cc3cc(C)ccc3OC)CC2)c1=S,[M-H]-,220.66
CCOc1cc(C=C(C#N)c2ccccn2)ccc1O,[M+H]+,167.27
C=CCn1c(SCC(=O)N2CCc3sccc3C2c2cccs2)nnc1C1CC1,[M+H]+,203.36
O=S(=O)(c1ccc(OC(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cccs2)CC1,[M+H]+,189.56
CNS(=O)(=O)c1ccc(C(=O)N(Cc2ccc(OC)cc2)C2CC2)cc1,[M+H]+,195.77
O=S(=O)(NC1CCC(C(F)(F)F)CC1)c1ccc(Cl)cc1,[M-H]-,170.44
O=C(NCC1CCCO1)c1ccc(OC(F)(F)F)cc1,[M-H]-,162.72
O=C(Cn1cc(C(F)(F)F)ccc1=O)Nc1cnccc1O,[M+Na]+,174.33
O=C(c1ccc(Cl)cc1)N1CCCC(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C1,[M+Na]+,216.73
CC(=O)c1ccc(NC(=O)C2CC(=O)N(C3CC3)C2)cc1,[M-H]-,174.8
CNc1snc(C)c1C(=O)OC(C)C(=O)NCc1ccc(F)cc1,[M-H]-,180.05
COc1cc(C(=O)N[C@H](C(=O)N2C(=O)c3cccc(N)c3C2=O)C(C)C)cc(OC)c1OC,[M+H]+,218.07
CCCCNC1=NS(=O)(=O)c2ccccc21,[M+Na]+,171.57
CN(Cc1ccc2c(c1)OCCO2)C(=O)c1ccc(C#N)cc1,[M+H]+,179.88
O=C(NC1CC1)C(Sc1nc(-c2cccs2)n[nH]1)c1ccccc1,[M+H]+,184.6
O=C(CN1C(=O)NC2(CCCCC2)C1=O)N1CC=C(c2ccccc2)CC1,[M+H]+,196.41
CN(CCOc1ccc(Br)cc1)C(=O)c1cc(O)nc2ccccc12,[M-H]-,185.05
CC(Sc1nnc(NCc2ccccc2)s1)c1nnc(-c2cccs2)o1,[M-H]-,190.4
Cc1cc(C)n2nc(C(=O)NC3CCC(C)CC3)nc2n1,[M+Na]+,187.78
O=C(OCCOc1cccc(Cl)c1)c1ccc(S(=O)(=O)C(F)F)cc1,[M-H]-,195.0
COc1ccc(OC)c(C(C)NS(=O)(=O)c2ccc(F)cc2)c1,[M+Na]+,183.95
O=C(COc1ccc(Cl)cc1)Nc1ccnn1Cc1ccsc1,[M+H]+,182.14
O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)s1)c1ccco1,[M+Na]+,183.86
CC(C)(C)NC(=O)CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,[M+Na]+,197.78
CC(C)(C)C(=O)NCc1ccc(-c2csc(NC3CC3)n2)s1,[M+H]+,184.45
CCCc1ccc(S(=O)(=O)NC2CCN(CC)CC2)cc1,[M+Na]+,180.47
NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Br)c1,[M+Na]+,175.05
CNS(=O)(=O)c1cccc(Cl)c1Cl,[M-H]-,141.01
CCCCCNC(=O)CC1Sc2ccc(Cl)cc2NC1=O,[M-H]-,174.92
COc1ccc(C(=O)Oc2ccc(C(C)=O)cc2)cc1OC,[M-H]-,167.19
COC(=O)C1=C(C)Nc2ncnn2C1c1cccc(O)c1,[M+H]+,168.25
CC(=O)NCCNC(=O)C1CCCc2ccccc21,[M+H]+,161.95
CN(Cc1cc(=O)n2ccsc2n1)Cc1nc2ccccc2c(=O)[nH]1,[M-H]-,186.16
CC(NC(=O)Cn1nc(-c2ccccc2)oc1=O)c1ccc(-n2ccnc2)cc1,[M-H]-,204.67
OCCOCCNCc1cn(-c2ccccc2)nc1-c1cccnc1,[M+H]+,183.28
CNS(=O)(=O)c1ccc(C)c(C(=O)NCC(C)c2ccccc2)c1,[M+Na]+,186.97
O=C(CCc1ncc(-c2ccccc2)o1)N(Cc1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,[M+H]+,207.83
Cc1ccc(-c2n[nH]c(=S)n2CC(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1,[M+H]+,202.96
COc1cc(C(=O)NC(C)c2ccccc2)ccc1C,[M-H]-,170.69
COCC(C)n1c(COc2ccccc2F)nnc1SCc1nnc(-c2ccccc2)o1,[M+H]+,211.72
CN(C=CC(=O)C(F)(F)F)C1(c2ccccc2Cl)CCCCC1=O,[M-H]-,175.74
Cc1cccc(OCC(=O)NCc2ccc3c(c2)OCCO3)c1,[M-H]-,181.85
CC(Sc1nncs1)C(=O)Nc1cc(Cl)ccc1Cl,[M+H]+,172.48
O=C1c2ccccc2C(=O)C12Cc1ccccc1N1CCCCC12,[M+Na]+,181.7
Oc1c(Br)cc(Br)c(Oc2ccc(Br)cc2Br)c1Br,[M-H]-,181.1
O=C(OCn1nnc2ccccc2c1=O)c1cc2c(s1)CCCC2,[M-H]-,186.67
Cn1c(SCC(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)nnc1C1CC1,[M+H]+,202.97
CC(NC(=O)CSc1nnc2[nH]c3ccccc3n12)c1ccccc1,[M-H]-,182.59
Cc1c(NC(=O)c2cccc(OC(F)F)c2)cccc1-n1cnnn1,[M-H]-,179.07
CCN(C(=O)c1ccc(OC(F)F)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,[M+H]+,200.91
CNS(=O)(=O)c1ccc(Cl)cc1C(F)(F)F,[M+H]+,149.39
O=C(Cc1ccc(Cl)c(Cl)c1)NC1=NCCS1,[M+H]+,164.37
Sc1nc(-c2ccccc2)nn1CN1CCN(Cc2ccsc2)CC1,[M-H]-,194.4
O=C(Cn1c(=O)[nH]c(=O)c2ccccc21)NCCCCOc1ccccc1,[M-H]-,186.45
CN1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1,[M-H]-,162.91
O=C(NCCc1ccc(OC(F)F)cc1)C1=CC=CN2CCS(=O)(=O)N=C12,[M+Na]+,179.28
O=C(CN1CCN(C(=O)C2CCCO2)CC1)c1c(-c2ccccc2)[nH]c2ccccc12,[M-H]-,206.85
CN(C)C(=O)CC1Sc2ccc(C(F)(F)F)cc2NC1=O,[M-H]-,164.56
COc1ccc(C(C)=O)cc1CSc1nnc(-c2ccc(OC)c(OC)c2)o1,[M+Na]+,205.28
COCCNC(=O)COC(=O)c1cc2c(C)nn(-c3ccc(F)cc3)c2s1,[M+H]+,199.72
O=C(c1ccc(S(=O)(=O)N2CCCC2)cc1)N(Cc1ccco1)Cc1cccs1,[M-H]-,205.23
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)COc1ccccc1-c1ccccc1,[M-H]-,200.48
O=C(Nc1ccc(OC(F)F)cc1)C1CC(O)CN1S(=O)(=O)c1ccc(F)cc1,[M+Na]+,193.33
CCCCn1cnc2c1c(=O)[nH]c(=O)n2CCCC,[M-H]-,167.59
NS(=O)(=O)c1ccc(Cl)cc1F,[M-H]-,135.07
O=S(=O)(Cc1ccccc1)N1CCN(Cn2ncn(-c3ccccc3)c2=S)CC1,[M+H]+,195.86
O=S(=O)(NC(c1ccc(F)cc1)c1cccs1)c1ccc(F)c(F)c1,[M+H]+,190.48
O=C(COC(=O)c1ccccc1O)c1ccc(Br)s1,[M+H]+,165.39
O=C(CSc1nnc(-c2ccc3c(c2)OCO3)n1-c1ccccc1)N1CCCC1,[M+H]+,199.69
CC(C)CCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,[M+H]+,327.1
O=C(CSc1nnc[nH]1)Nc1ccc(OC(F)F)cc1,[M+H]+,169.86
O=C(O)c1sc(-c2ccccc2)cc1NC(=O)C1CC1,[M-H]-,169.78
Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)c2ccsc2)CC1,[M+Na]+,183.09
COc1cc(CNC(=O)C2CCN(C(=O)C(C)(C)C)CC2)cc(OC)c1OC,[M+Na]+,192.74
C#CCNC(=O)CSc1cc(C)c2ccccc2n1,[M+H]+,164.32
CC=CC=CC(=O)OCC(=O)NCCc1c[nH]c2ccccc12,[M+H]+,180.09
Cc1ccc(SCC(=O)NC2(C#N)CCCCC2)c(C)c1,[M+Na]+,174.22
O=S(=O)(Cc1ccccc1)N(Cc1cccs1)Cc1cccs1,[M-H]-,175.22
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2CCc1ccncc1,[M-H]-,188.55
CC(C)C(NS(=O)(=O)c1ccccc1C#N)c1ccccc1,[M+Na]+,171.97
O=S(=O)(Nc1ccccc1Cl)c1cccc(Br)c1,[M-H]-,162.82
CN(Cc1ccc(F)cc1)CN1C(=O)C(=O)c2c(Br)cccc21,[M-H]-,197.39
CC1(c2cc(F)ccc2F)NC(=O)N(Cc2c(Cl)cccc2Cl)C1=O,[M-H]-,178.57
Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)C(F)F)cc2)cc1,[M-H]-,175.82
NC(=O)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,[M-H]-,163.66
O=C(NCC(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccc2c(c1)OCO2,[M-H]-,220.12
CC1(c2ccc3ccccc3c2)NC(=O)N(CC#N)C1=O,[M+H]+,170.87
CC(C)NS(=O)(=O)Cc1ccc(CNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,[M+H]+,198.81
CN(Cc1ccccc1N1CCCC1)C(=O)CCc1nc(-c2ccc(Cl)cc2)no1,[M-H]-,207.57
CC(=O)Nc1ccc(C(=O)NCCCN2CCC(C)CC2)cc1,[M-H]-,193.01
COc1ccc(C=CC(=O)OCC#N)cc1OC,[M+Na]+,155.91
CC(C(=O)Nc1ccccc1-c1ccccc1)N(C)Cc1ccc2c(c1)OCCO2,[M-H]-,202.19
COc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)c(OC)c1OC,[M-H]-,182.69
CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N(CC)CC(=O)NCc2cccs2)c1C,[M+Na]+,210.34
CN(C)c1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1,[M+H]+,170.04
Cc1cc(C(=O)Nc2nc(-c3ccco3)c(-c3ccco3)s2)no1,[M-H]-,183.28
COc1ccc(OC)c(COC(=O)c2ccc(C(C)=O)s2)c1,[M+H]+,176.73
COc1cc(CNC(=O)C2CCN(C(=O)C(C)(C)C)CC2)cc(OC)c1OC,[M-H]-,215.63
CCC(=O)N(c1nnc(SCC(=O)c2ccc3c(c2)OCO3)s1)C1CC1,[M+H]+,192.63
COc1ccc(-c2nnc(SC(C)c3nc4ccccc4c(=O)[nH]3)n2CC2CCCO2)cc1,[M-H]-,208.07
COC(=O)CNC(=O)c1cccc(OC(F)F)c1,[M+H]+,155.21
Cc1ccsc1C(=O)N(C)CC(=O)N(CC(C)C)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,[M+Na]+,217.09
Cc1sc(NC(=O)C2CC(=O)N(Cc3ccco3)C2)nc1-c1ccccc1,[M+H]+,191.26
O=C(C=Cc1nnc2c3ccccc3cnn12)NCCc1ccccc1,[M-H]-,180.27
CC(c1cc2ccccc2o1)N(C)C(=O)C=Cc1cccs1,[M+H]+,178.44
COc1cc(CC(=O)N2c3ccccc3CC2C)cc(OC)c1OC,[M+H]+,188.48
O=S(=O)(Cc1ccccc1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,[M+Na]+,194.6
CC(NC(=O)c1cccnc1O)c1ccc(-c2ccccc2)cc1,[M+Na]+,185.02
O=C(NCC1(c2ccccc2)CCCC1)c1cccc(N2CCCS2(=O)=O)c1,[M-H]-,206.99
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccc(N(C)C)cc1,[M+H]+,187.77
CC(=O)c1ccc(N2CCN(Cn3c(=O)oc4ccccc43)CC2)c(F)c1,[M+Na]+,196.56
Cc1ccc(C2(C)NC(=O)N(CC(=O)c3cccn3C)C2=O)cc1,[M+H]+,180.84
Cc1nc(-c2ccsc2)sc1C(=O)OCC(=O)NCc1ccco1,[M+H]+,191.3
Cc1ccc(C(=O)CN2C(=O)NC3(CCCCC3)C2=O)c(C)c1,[M+Na]+,188.8
O=C(OCc1cc(=O)n2ccsc2n1)c1cccc(Cl)c1Cl,[M+H]+,175.89
O=C(NC12CC3CC(CC(C3)C1)C2)C1Cc2ccccc2O1,[M+Na]+,187.3
CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccc(Br)cc2Br)n1,[M-H]-,187.39
CN1CC(=O)NC1=N,[M+H]+,123.35
CN(C)C(=O)CN(C)c1ncnc2sc(-c3ccccc3)cc12,[M+H]+,181.39
CC(Sc1nc(N)cc(N)n1)C(=O)C12CC3CC(CC(C3)C1)C2,[M-H]-,182.49
COc1ccc(CNC2CCCc3ccccc32)cc1O,[M+Na]+,171.2
CCN(CC)S(=O)(=O)c1ccc(C(=O)OCC(=O)NC)cc1,[M+Na]+,196.87
CC(=O)Nc1ccc(S(=O)(=O)N(C)c2ccc(OCC(=O)N3CCC3)cc2)cc1,[M-H]-,202.35
COc1ccc(CN(C)C(=O)COC(=O)COc2ccc(C)c(C)c2)cc1,[M+H]+,191.37
CC1(c2ccc(Cl)c(Cl)c2)NC(=O)N(CN2CCCCC2)C1=O,[M-H]-,189.71
Cc1ccnc(NC(=O)C2c3ccccc3Oc3ccccc32)c1,[M-H]-,169.16
Cc1cccc(NC(=O)CN(C)C(C)C(=O)NC2CCCC2)c1C,[M-H]-,184.1
CN(CC(=O)Nc1ccc(F)cc1)C(=O)c1cccc(OC(F)F)c1,[M+Na]+,193.98
CN(CCOc1ccccc1)C(=O)c1ccc2c(c1)OCO2,[M+H]+,172.17
O=C(CSC1=NNC(=C2C=Nc3ccccc32)N1C1CC1)N1CCOCC1,[M+H]+,195.41
Cn1cnc2c1c(=O)n(CCCOc1ccc(Cl)cc1Cl)c(=O)n2C,[M-H]-,189.08
CC(C)C(C)NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1,[M+Na]+,197.88
O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CC=C(c2ccccc2)CC1,[M+H]+,196.65
COc1cccc(CN(C)CC(=O)NCC(C)C)c1OC,[M+H]+,170.99
CCC1(c2ccc(F)cc2)NC(=O)N(CN(C)CCOc2ccccc2F)C1=O,[M-H]-,198.27
CCCCn1c(N)c(N(CC)C(=O)c2oc3ccc(Br)cc3c2C)c(=O)[nH]c1=O,[M-H]-,212.33
CCOc1cc(C=C2C(=O)Nc3ccc(Cl)cc32)ccc1OCC(=O)N1CCOCC1,[M+Na]+,222.26
Cc1ccc(NC(=O)CN(C)C(=O)c2ccc(S(=O)(=O)N3CCCC(C)C3)cc2)cc1,[M+Na]+,211.25
CCC(C)[C@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C[C@@H](C)O)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N1CCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C1,[M+H]+,269.66666665
COc1ccc(NC(=O)c2cc(Cl)nc(Cl)n2)cc1OC,[M-H]-,175.81
COc1ccc(C(=O)OCc2ccc(COC(=O)c3ccc(OC)c(OC)c3)cc2)cc1OC,[M+Na]+,224.27
O=c1[nH]c(CN2CCN(c3ccccc3)CC2)nc2c1cnn2-c1ccccc1,[M-H]-,200.42
Cc1ccc(-c2csc3ncnc(N4CCNC(=O)C4)c23)cc1,[M+H]+,175.0
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)OC(C)C(=O)N2CCCC2)cc1,[M+Na]+,200.54
Cc1cc(CSc2nnc(C3COc4ccccc4O3)n2C)no1,[M+H]+,179.71
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCc1c[nH]c2ccccc12,[M+Na]+,187.68
CC1CCC(NC(=O)NCc2ccc(NC(=O)C(C)C)cc2)CC1,[M+Na]+,192.63
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cn(-c2ccccc2)nc1-c1cccnc1,[M-H]-,209.19
COc1ccccc1CCC(=O)Nc1nnc(C)s1,[M+Na]+,168.75
O=C(CSc1nnc(Cc2cccs2)n1C1CC1)c1ccc2c(c1)OCO2,[M+H]+,195.37
Cc1cccc(OCc2nc3c4ccccc4[nH]c(=O)n3n2)c1,[M+H]+,175.25
COc1ccccc1N1CCN(CC(=O)NC(C)c2ccccc2)CC1,[M+Na]+,195.03
CCCN(Cn1nc2n(CCC)c(=O)c3ccccc3n2c1=S)CC(F)(F)F,[M+Na]+,205.61
O=C1Nc2ccccc2OC1CC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,[M+Na]+,194.16
CCn1c(S)nc2c(C)cccc2c1=O,[M+H]+,150.11
Cc1ccc(C(=O)CSc2nnc(-c3cccnc3)n2Cc2ccco2)s1,[M+H]+,192.62
O=C(CC1CCCC1)NC1CCCCCC1,[M+H]+,160.77
NC1=Nc2nc3ccccc3n2C(c2ccc(-n3ccnc3)cc2)N1,[M+Na]+,198.48
COc1ccc(-c2csc(C3=C(N)N(CC(C)(C)CN(C)C)CC3=O)n2)cc1OC,[M-H]-,215.72
NC(=O)CCC(NC(=O)c1ccc(Cl)cc1)C(=O)N1CCCC1,[M+H]+,180.47
CCCCn1c(S)nc2cc(OC)c(OC)cc2c1=O,[M-H]-,171.5
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,[M+H]+,229.95555554999999
C=CCN(S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1OC,[M-H]-,194.77
Cc1c(-c2ccc(C#N)cc2)oc2ccccc2c1=O,[M+Na]+,179.53
O=C(NC1CCS(=O)(=O)C1)c1cc(-c2cccs2)nc2ccccc12,[M-H]-,188.95
O=C(CSc1nnc(Cc2cccs2)n1C1CC1)NCc1ccco1,[M-H]-,194.53
CCn1c(-c2ccc(Cl)cc2)nn(CN2CCc3cc(OC)c(OC)cc3C2)c1=S,[M+Na]+,212.92
COc1ccccc1-n1c(-c2cccs2)nn(CN2CCN(C(=O)C(C)C)CC2)c1=S,[M+Na]+,211.43
CCOc1ccc(-c2n[nH]c(=S)n2CC(=O)N2CCN(c3ccccc3OC)CC2)cc1,[M-H]-,211.64
O=C(C=Cc1ccc(Br)o1)Nc1ccc(Br)cc1F,[M-H]-,172.84
O=C(CCc1cnn(-c2ccccc2)c1)N1CCN(C(=O)C2CC2)CC1,[M+Na]+,184.58
O=C(CCCc1c[nH]c2ccccc12)N1CCN(S(=O)(=O)Cc2ccccc2)CC1,[M+Na]+,191.86
O=C(Cc1c(Cl)cccc1Cl)NC1CCCC1,[M+Na]+,172.45
CC(C)(C)c1ccc(S(=O)(=O)N2CCN(C(=O)NC3CC3)CC2)cc1,[M-H]-,196.05
NC1=Nc2nc3cc4c(cc3n2C2(CCSC2)N1)OCCCO4,[M-H]-,179.14
CC(C)CCNC(=O)CNC(=O)c1ccccc1Br,[M+H]+,172.74
C=CCn1c(S)nc2cc(OC)c(OC)cc2c1=O,[M+H]+,161.43
CCC1(c2ccc(OC)cc2)NC(=O)N(Cc2ncc(-c3ccccc3)o2)C1=O,[M-H]-,192.67
COC(=O)c1cc(-c2ccc(OC)cc2)nc2onc(C)c12,[M+H]+,169.77
CC(C)NC(=O)CC1Sc2ccc(C(F)(F)F)cc2NC1=O,[M+Na]+,187.58
CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(C(=O)N(Cc2cccnc2)C2CC2)c1,[M+Na]+,219.24
Oc1c(Cl)cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,[M-H]-,178.0
O=C(CN1CCc2ccccc2C1)Nc1ccccc1C(=O)NC1CC1,[M+H]+,190.88
O=C(Nc1ccccc1)C1CCCN(CC(O)c2ccccc2)C1,[M-H]-,193.08
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1nc2nccc(C)n2n1,[M+H]+,181.95
N#CCSc1nnc(Cc2cccs2)n1-c1ccccc1,[M+H]+,170.83
CS(=O)(=O)c1ccc(NC(=O)c2ccccc2Br)cc1,[M+H]+,176.45
O=C(c1cccc(S(=O)(=O)N2CCCC2)c1)N(Cc1nc2ccccc2c(=O)[nH]1)CC1CCCO1,[M+H]+,212.38
Cc1cc(Br)ccc1NC(=O)CNC(=O)CN1CCCCC1,[M-H]-,186.44
CC(Sc1nncs1)C(=O)C12CC3CC(CC(C3)C1)C2,[M+H]+,172.87
CSc1nc2ncc(C(=O)c3ccccc3O)cc2c(=O)[nH]1,[M+H]+,173.53
CC(=O)N1Cc2ccccc2CC1C(=O)N1CCN(S(=O)(=O)c2ccccc2F)CC1,[M-H]-,205.71
COC(=O)CCCCCn1c(=S)[nH]c2ccccc2c1=O,[M+Na]+,180.33
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)CSc1nnc(CN2CCCC2)o1,[M+H]+,206.85
CCCC1(c2ccccc2)NC(=O)N(CC(=O)N2CC(=O)Nc3ccccc32)C1=O,[M+H]+,198.45
COc1cccc(N2CCN(c3nnnn3-c3ccccc3)CC2)c1,[M-H]-,193.18
O=C(Cn1ccccc1=O)Nc1ccc2c(c1)OC1(CCCC1)O2,[M+Na]+,189.03
Cc1occc1-c1nn(CN2CCN(c3ccccc3)CC2)c(=S)n1Cc1ccccc1,[M-H]-,208.19
O=C(O)c1c(Cl)cc(C(F)(F)F)cc1Cl,[M+H]+,143.52
CCn1cc(C(=O)NC(C)c2ccccc2)c(=O)c2cc(F)c(N3CCN(C(C)=O)CC3)cc21,[M+Na]+,215.83
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,[M+Na]+,227.8
CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)NC(C)c2ccccn2)cc1,[M-H]-,191.05
CCCOc1ccc(C(=O)NC2CCCC2)cc1OC,[M+Na]+,193.68
C=CCn1c(=C(C#N)C#N)sc(=Cc2ccccn2)c1=O,[M+H]+,174.46
Cc1ccc(CNC(=O)CSc2nnc(Cc3ccc(C(C)(C)C)cc3)c(=O)[nH]2)cc1,[M-H]-,210.44
COCCN(C(=O)CSc1nnnn1-c1ccc(O)cc1)C1=CCCCC1,[M+Na]+,193.87
O=C(OCc1csc(COc2ccc(F)cc2)n1)c1cccnc1O,[M+Na]+,179.31
CC(OC(=O)C1c2ccccc2Oc2ccccc21)C(=O)NC1CCCC1,[M-H]-,202.62
Cn1nc(C(=O)Nc2ccnn2Cc2ccccc2Cl)c2ccccc2c1=O,[M-H]-,193.04
Cc1nc2c3ccccc3nc(SC(C)C(=O)NC3CCCCCC3)n2n1,[M+H]+,198.71
CC(C)NC(=O)c1ccc2c(=O)n(-c3ccccc3)c(=O)[nH]c2c1,[M+H]+,188.16
Cc1ccccc1C(OCC(O)CN1C(=O)C2CCCCC2C1=O)c1ccccc1,[M+H]+,209.35
C=CCn1c(C)cc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c1C,[M+H]+,183.03
CC(Sc1nncs1)C(=O)C12CC3CC(CC(C3)C1)C2,[M-H]-,179.96
CCCNC(=O)NC(=O)CSc1cc(Cl)ccc1Cl,[M-H]-,173.1
CC(NC(=O)CN1C(=O)NC(C)(C2CC2)C1=O)c1cccc2ccccc12,[M+Na]+,186.3
COc1cccc(-n2cnnc2SCc2nc3ccsc3c(=O)[nH]2)c1,[M-H]-,177.53
CC(OC(=O)c1ccncc1)C(=O)Nc1sc2c(c1C(N)=O)CCC2,[M+H]+,192.45
Cc1ccc(NC=C2C(=O)N(C)c3ccccc32)cc1,[M+H]+,168.34
CC(NC(=O)COc1ccc(NC(=O)c2ccccc2Br)cc1)c1ccccc1,[M+H]+,201.41
COc1cc(SC)ccc1C(=O)N1CCN(c2ncccn2)CC1,[M+Na]+,189.02
Cc1cc(C)n(CCCNC(=O)CSc2cc(C)c3ccccc3n2)n1,[M+H]+,188.99
O=C(c1n[nH]c2ccccc12)N1CC=C(c2ccc(F)cc2)CC1,[M+H]+,179.55
Cc1ccc(C)c(S(=O)(=O)N(C)C(C)c2ccc(S(C)(=O)=O)cc2)c1,[M+Na]+,191.12
COc1ccc(-c2nn(CN3CCc4ccccc4C3)c(=S)n2CC2CCCO2)cc1,[M+Na]+,215.05
O=C(CCNC1=NS(=O)(=O)c2ccccc21)Nc1ccc(-c2ccccc2)cc1,[M+Na]+,200.06
Cc1ccc(S(C)(=O)=O)cc1C(=O)Nc1ccc(OC(F)(F)F)cc1,[M-H]-,184.12
CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NCCC(=O)N1CCCC1)C2=O,[M+H]+,207.37
O=C(Nc1ccccc1)N1CCN(C(=O)C2CC(=O)N(c3ccccc3F)C2)CC1,[M-H]-,212.5
O=C(NCc1cccc(COCc2ccco2)c1)NCc1cccc(COCc2ccco2)c1,[M+Na]+,196.12
COc1ccccc1CNC(=O)c1cc(C)ccc1O,[M+H]+,165.13
Cn1c(=O)c2c(ncn2CC(=O)NC2CC2)n(C)c1=O,[M+Na]+,173.04
