smi,mass,z,ccs,name,superclass,class,subclass,adduct,tag
CC1(C)Nc2cccc3c(N=Nc4ccc(N=Nc5ccccc5)c5ccccc45)ccc(c23)N1,457.2135,1,230.23,Sudan Black B,Benzenoids,Naphthalenes,"1,1'-azonaphthalenes",[M+H]+,ACS
c1ccc(-c2nnc(-c3cccnc3)nc2-c2ccccc2)cc1,311.1291,1,183.6,"5,6-diphenyl-3-(pyridin-3-yl)-1,2,4-triazine",Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+H]+,METLIN
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,218.1036,1,150.71,Pymetrozine,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+H]+,CCSBASE
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,218.10364,1,152.5,Pymethrozine,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+H]+,CCSBASE
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,218.1036,1,151.1,Pymetrozine,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+H]+,CCSBASE
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,240.0856,1,157.82,Pymetrozine,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+Na]+,CCSBASE
CC(C)(C)c1n[nH]c(=O)n(N)c1=O,185.1033,1,140.52,Diketometribuzin,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M+H]+,CCSBASE
CC(C)(C)c1n[nH]c(=O)n(N)c1=O,183.0887,-1,143.06,Diketometribuzin,Organoheterocyclic compounds,Triazines,"1,2,4-triazines",[M-H]-,CCSBASE
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,326.0518,1,165.04,Flumetsulam,Organoheterocyclic compounds,Triazolopyrimidines,"1,2,4-triazolopyrimidine-2-sulfonamides",[M+H]+,CCSBASE
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,364.0077,1,180.34,Flumetsulam,Organoheterocyclic compounds,Triazolopyrimidines,"1,2,4-triazolopyrimidine-2-sulfonamides",[M+K]+,CCSBASE
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,348.0337,1,174.06,Flumetsulam,Organoheterocyclic compounds,Triazolopyrimidines,"1,2,4-triazolopyrimidine-2-sulfonamides",[M+Na]+,CCSBASE
Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,324.0372,-1,171.38,Flumetsulam,Organoheterocyclic compounds,Triazolopyrimidines,"1,2,4-triazolopyrimidine-2-sulfonamides",[M-H]-,CCSBASE
S=c1ccss1,134.9392,1,120.4,"3H-1,2-DITHIOLE-3-THIONE",Organoheterocyclic compounds,Dithioles,"1,2-dithioles",[M+H]+,CCSBASE
C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1,284.0807,-1,161.7,"Hexahydro-1,3,5-tris(1-oxoallyl)-1,3,5-triazine",Organoheterocyclic compounds,Triazinanes,"1,3,5-triazinanes",[M+Cl]-,CCSBASE
C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1,272.1006,1,157.93,"Hexahydro-1,3,5-tris(1-oxoallyl)-1,3,5-triazine",Organoheterocyclic compounds,Triazinanes,"1,3,5-triazinanes",[M+Na]+,CCSBASE
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,419.1014,1,190.74,PharmaGSID_48510,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H-H2O]+,CCSBASE
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,435.0973,-1,203.94,PharmaGSID_48510,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M-H]-,CCSBASE
CSc1nc(NC(C)C)nc(NC(C)C)n1,242.1434,1,160.6,PROMETRYN,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CSc1nc(NC(C)C)nc(NC(C)C)n1,242.1434,1,161.78,Prometryn,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
Nc1nc(N)nc(N)n1,127.0727,1,123.48,Melamine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,ACS
CCNc1nc(NC(C)CC)nc(OC)n1,226.1662,1,156.34,Secbumeton,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
O=c1[nH]c(=O)[nH]c(=O)[nH]1,128.0101,-1,121.99,Cyanuric acid,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M-H]-,CCSBASE
COc1nc(NC(C)C)nc(NC(C)C)n1,226.1662,1,157.61,Prometon,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NC(C)C)n1,216.1003794,1,150.7392703,Atrazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NC(C)C)n1,216.1010532,1,149.26,Atrazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NC(C)C)n1,216.10105,1,149.53,Atrazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NC(C)C)n1,216.101,1,150.02,Atrazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NCC)n1,202.0854,1,142.09,Simazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CCNc1nc(Cl)nc(NCC)n1,202.0854031,1,143.0,Simazine,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
C=CCOc1nc(OCC=C)nc(OCC=C)n1,250.1186,1,154.41,"2,4,6-Tris(allyloxy)-1,3,5-triazine",Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
C=CCOc1nc(OCC=C)nc(OCC=C)n1,272.1006,1,171.38,"2,4,6-Tris(allyloxy)-1,3,5-triazine",Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+Na]+,CCSBASE
CCNc1nc(NC(C)C)nc(SC)n1,228.1277,1,155.91,Ametryn,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,254.1434,1,163.46,Cybutryne,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",[M+H]+,CCSBASE
CC(C)CC(=O)CC(C)C,177.1052,-1,144.01,Diisobutyl ketone,Organoheterocyclic compounds,Dioxanes,"1,3-dioxanes",[M+Cl]-,CCSBASE
COc1ccc2c(c1)C(=O)N(c1ccccc1OC)C(=O)C2(C)C,326.1387,1,173.66,"7-methoxy-2-(2-methoxyphenyl)-4,4-dimethylisoquinoline-1,3-dione",Organoheterocyclic compounds,Isoquinolines and derivatives,"1,3-isoquinolinediones",[M+H]+,METLIN
COc1ccc2c(c1)C(=O)N(c1ccccc1OC)C(=O)C2(C)C,348.1206,1,185.69,"7-methoxy-2-(2-methoxyphenyl)-4,4-dimethylisoquinoline-1,3-dione",Organoheterocyclic compounds,Isoquinolines and derivatives,"1,3-isoquinolinediones",[M+Na]+,METLIN
Cc1ccc(C=C2C(=O)N(Cc3ccccn3)C(=O)c3ccccc32)o1,367.1053,1,192.59,"4-[(5-methylfuran-2-yl)methylidene]-2-(pyridin-2-ylmethyl)isoquinoline-1,3-dione",Organoheterocyclic compounds,Isoquinolines and derivatives,"1,3-isoquinolinediones",[M+Na]+,METLIN
O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,287.72229999999996,1,161.7,Demoxepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1Nc2ccc(Br)cc2C(c2ccccn2)=NC1O,333.16429999999997,1,161.0,3-Hydroxybromazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,388.89070319999996,1,185.3,Flurazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,295.0745,1,168.1,ESTAZOLAM,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,301.7493,1,166.1,Temazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Nc1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2,286.7383,1,162.5,Clonazepam-M 7-amino,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,284.31370319999996,1,163.1,Flunitrazepam-M 7-amino,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,352.1768,1,181.2,PIRENZEPINE HYDROCHLORIDE,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,352.1773,1,180.3,Pirenzepine,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,374.1593,1,190.5,Pirenzepine,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+Na]+,CCSBASE
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,390.1332,1,187.8,Pirenzepine,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+K]+,CCSBASE
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,334.1667,1,172.9,Pirenzepine,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H-H2O]+,CCSBASE
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,325.77529999999996,1,173.3,Alprazolam-M alpha-Hydroxy,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,300.76529999999997,1,170.4,Chlordiazepoxide,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Nc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,252.29629999999997,1,158.1,Nitrazepam-M 7-amino,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,296.103,1,169.7,NIMETAZEPAM,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,350.6193,1,166.0,Phenazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Cc1nc(N2CCNc3ccccc3C2)c2cnn(C)c2n1,295.1666,1,170.21,"4-{1,6-dimethylpyrazolo[3,4-d]pyrimidin-4-yl}-1,2,3,5-tetrahydro-1,4-benzodiazepine",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,METLIN
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.0512,1,173.8,TRIAZOLAM,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,344.2183,1,172.4,Triazolam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,387.79991279999996,1,174.9,Quazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1,300.0778994,1,165.2,Norflunitrazepam (N-desmethyl-flunitrazepam),Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,271.7673,1,160.8,Medazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,326.7787032,1,172.8,Midazolam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,271.7233,1,160.1,Diazepam-M N-desmethyl,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)N1CC2CCCN2Cc2ccccc21,482.2009,1,211.92,"1-{3,9-diazatricyclo[8.4.0.0^{3,7}]tetradeca-1(10),11,13-trien-9-yl}-2-[(4,5-diphenyl-1,2,4-triazol-3-yl)sulfanyl]ethanone",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,METLIN
O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)N1CC2CCCN2Cc2ccccc21,480.1864,-1,223.0,"1-{3,9-diazatricyclo[8.4.0.0^{3,7}]tetradeca-1(10),11,13-trien-9-yl}-2-[(4,5-diphenyl-1,2,4-triazol-3-yl)sulfanyl]ethanone",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M-H]-,METLIN
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,287.72229999999996,1,162.3,Oxazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,287.0582,1,161.97,Oxazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,269.0477,1,157.8,Oxazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H-H2O]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,309.0401,1,177.35,Oxazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+Na]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,285.0436,-1,163.83,Oxazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M-H]-,CCSBASE
CC1(C#N)CNc2ccccc2C(=O)N1c1ccccc1,278.1288,1,162.67,"3-methyl-5-oxo-4-phenyl-1,2-dihydro-1,4-benzodiazepine-3-carbonitrile",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,METLIN
CC1(C#N)CNc2ccccc2C(=O)N1c1ccccc1,276.1142,-1,175.74,"3-methyl-5-oxo-4-phenyl-1,2-dihydro-1,4-benzodiazepine-3-carbonitrile",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M-H]-,METLIN
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,336.1913,1,169.5,Lormetazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,325.8153,1,174.0,Prazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CCS(=O)(=O)N1CC(=O)Nc2ccc(Br)cc2C1c1ccccc1,409.0216,1,181.95,"7-bromo-4-(ethanesulfonyl)-5-phenyl-3,5-dihydro-1H-1,4-benzodiazepin-2-one",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,METLIN
CCS(=O)(=O)N1CC(=O)Nc2ccc(Br)cc2C1c1ccccc1,431.0035,1,192.96,"7-bromo-4-(ethanesulfonyl)-5-phenyl-3,5-dihydro-1H-1,4-benzodiazepin-2-one",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+Na]+,METLIN
CCS(=O)(=O)N1CC(=O)Nc2ccc(Br)cc2C1c1ccccc1,407.007,-1,183.52,"7-bromo-4-(ethanesulfonyl)-5-phenyl-3,5-dihydro-1H-1,4-benzodiazepin-2-one",Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M-H]-,METLIN
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,322.16429999999997,1,165.8,Lorazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,319.004653,-1,169.42,Lorazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M-H]-,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,321.019213,1,166.11,Lorazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,343.001153,1,180.74,Lorazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+Na]+,CCSBASE
O=C1Nc2ccc(Br)cc2C(c2ccccc2Cl)=NC1O,364.968698,1,167.98,3-Hidroxyphenazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,353.7485096,1,170.9,Halazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,317.1653,1,159.8,Bromazepam,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines",[M+H]+,CCSBASE
CS(=O)(=O)N1CCCN(S(=O)(=O)c2cccs2)CC1,325.0345,1,161.17,"1-methanesulfonyl-4-(thiophene-2-sulfonyl)-1,4-diazepane",Organoheterocyclic compounds,Diazepanes,"1,4-diazepanes",[M+H]+,METLIN
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,371.1221,1,175.5,Spectinomycin,Organoheterocyclic compounds,Dioxanes,"1,4-dioxanes",[M+K]+,CCSBASE
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,315.1556,1,166.2,Spectinomycin,Organoheterocyclic compounds,Dioxanes,"1,4-dioxanes",[M+H-H2O]+,CCSBASE
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,333.1657,1,174.3,SPECTINOMYCIN HYDROCHLORIDE,Organoheterocyclic compounds,Dioxanes,"1,4-dioxanes",[M+H]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,423.0922,1,189.8,MANGIFERIN,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,423.0921838,1,196.6178966,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,421.0776,-1,195.81,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,445.0747,1,198.2,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,461.0486,1,201.3,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,405.0821,1,185.6,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,421.0776318,-1,195.8135964,Mangiferin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,PNNL
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,333.07579999999996,1,170.75,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,ACS
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,355.05769999999995,1,186.72,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,ACS
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,331.0611735,-1,175.31,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,ACS
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,333.0763,1,172.3,FLUORESCEIN,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,333.0763,1,170.8,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,371.0322,1,189.4,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,333.0758,1,172.75,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,371.0317,1,187.99,Fluorescein,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
COc1ccc2occ(C3N=C(N)NC(Nc4ccc(F)cc4)=N3)c(=O)c2c1,380.1164,-1,202.89,"3-{4-amino-6-[(4-fluorophenyl)amino]-2,5-dihydro-1,3,5-triazin-2-yl}-6-methoxychromen-4-one",Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NCc1ccc(Cl)cc1,408.0997,1,196.58,{[(4-chlorophenyl)methyl]carbamoyl}methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NCc1ccc(Cl)cc1,406.0852,-1,190.45,{[(4-chlorophenyl)methyl]carbamoyl}methyl 9H-xanthene-9-carboxylate,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-H]-,METLIN
COc1ccc2oc3ccccc3c(=O)c2c1,227.0703,1,142.4,2-METHOXYXANTHONE,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
COc1ccc2oc3ccccc3c(=O)c2c1,227.0708,1,141.2,2-methoxyxanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
COc1ccc2oc3ccccc3c(=O)c2c1,249.0528,1,162.3,2-methoxyxanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
COc1ccc2oc3ccccc3c(=O)c2c1,209.0602,1,142.2,2-methoxyxanthone,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
O=C(c1cc(=O)c2cc(Cl)ccc2o1)N1CCN(S(=O)(=O)c2cccs2)CC1,439.0184,1,198.02,6-chloro-2-[4-(thiophene-2-sulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(c1cc(=O)c2cc(Cl)ccc2o1)N1CCN(S(=O)(=O)c2cccs2)CC1,461.0003,1,203.66,6-chloro-2-[4-(thiophene-2-sulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,443.2329205,1,217.49,Rhodamine B,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M-Cl]+,ACS
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1,443.2329,1,216.08,Rhodamine B,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M]+,CCSBASE
O=C(c1cc(=O)c2ccccc2o1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,439.0184,1,199.07,2-[4-(5-chlorothiophen-2-ylsulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,METLIN
O=C(c1cc(=O)c2ccccc2o1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,461.0003,1,203.87,2-[4-(5-chlorothiophen-2-ylsulfonyl)piperazine-1-carbonyl]chromen-4-one,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,METLIN
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,273.1097,1,161.9,Trolox,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,ACS
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,251.1283,1,152.0,Trolox,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,273.1103,1,160.4,Trolox,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+Na]+,CCSBASE
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,289.0842,1,165.3,Trolox,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+K]+,CCSBASE
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,233.1177,1,150.0,Trolox,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H-H2O]+,CCSBASE
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,287.0919,1,160.8,Brazilin,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,[M+H]+,CCSBASE
