smi,mass,z,ccs,name,superclass,class,subclass,adduct,tag
CN(Cc1ccsc1)C(=O)Cn1cc(Br)ccc1=O,340.9954,1,159.8,2-(5-bromo-2-oxopyridin-1-yl)-N-methyl-N-(thiophen-3-ylmethyl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C(=O)OCC(=O)Nc1cc(C)on1,458.1534,1,206.57,"3,5-diethyl 4-[(5-methyl-1,2-oxazol-3-yl)carbamoyl]methyl 2,6-dimethyl-1,4-dihydropyridine-3,4,5-tricarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C(=O)OCC(=O)Nc1cc(C)on1,434.1569,-1,205.53,"3,5-diethyl 4-[(5-methyl-1,2-oxazol-3-yl)carbamoyl]methyl 2,6-dimethyl-1,4-dihydropyridine-3,4,5-tricarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
O=c1ccc(C(F)(F)F)cn1Cc1csc(-c2ccccc2)n1,337.0617,1,173.17,"1-[(2-phenyl-1,3-thiazol-4-yl)methyl]-5-(trifluoromethyl)pyridin-2-one",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1S(=O)(=O)C(F)F,444.1287,1,194.55,"3,5-diethyl 4-(2-difluoromethanesulfonylphenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1S(=O)(=O)C(F)F,466.1106,1,199.77,"3,5-diethyl 4-(2-difluoromethanesulfonylphenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1S(=O)(=O)C(F)F,442.1141,-1,193.11,"3,5-diethyl 4-(2-difluoromethanesulfonylphenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
CC(NC(=O)Cn1ccccc1=O)C12CC3CC(CC(C3)C1)C2,315.2067,1,180.81,N-[1-(adamantan-1-yl)ethyl]-2-(2-oxopyridin-1-yl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
CC(NC(=O)Cn1ccccc1=O)C12CC3CC(CC(C3)C1)C2,337.1886,1,186.24,N-[1-(adamantan-1-yl)ethyl]-2-(2-oxopyridin-1-yl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
O=c1cccc(O)[nH]1,112.0399,1,119.5,"2,6-DIHYDROXYPYRIDINE",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,CCSBASE
O=c1cccc(O)[nH]1,110.0242,-1,113.8,"2,6-DIHYDROXYPYRIDINE",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,CCSBASE
O=c1cccc(O)[nH]1,112.0393,1,120.0,"2,6-Dihydroxypyridine",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,ALLCCS
O=C(Cn1ccccc1=O)NCc1ccc(Cn2cccn2)cc1,323.1503,1,168.69,2-(2-oxopyridin-1-yl)-N-{[4-(pyrazol-1-ylmethyl)phenyl]methyl}acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCCc1ccccc1,325.1158,1,168.08,2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]-N-(2-phenylethyl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCCc1ccccc1,347.0978,1,174.57,2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]-N-(2-phenylethyl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCCc1ccccc1,323.1013,-1,172.86,2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]-N-(2-phenylethyl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
CCNC(=O)NC(=O)Cn1cc(C(F)(F)F)ccc1=O,290.0758,-1,163.57,3-ethyl-1-{2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetyl}urea,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C(=O)OCC(=O)NC(=O)c1cccn1C,434.1558,1,201.86,"3,5-dimethyl 4-[(1-methylpyrrole-2-carbonyl)carbamoyl]methyl 2,6-dimethyl-1,4-dihydropyridine-3,4,5-tricarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C(=O)OCC(=O)NC(=O)c1cccn1C,456.1377,1,211.03,"3,5-dimethyl 4-[(1-methylpyrrole-2-carbonyl)carbamoyl]methyl 2,6-dimethyl-1,4-dihydropyridine-3,4,5-tricarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C(=O)OCC(=O)NC(=O)c1cccn1C,432.1412,-1,201.49,"3,5-dimethyl 4-[(1-methylpyrrole-2-carbonyl)carbamoyl]methyl 2,6-dimethyl-1,4-dihydropyridine-3,4,5-tricarboxylate",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
O=C(Cn1cc(C(F)(F)F)ccc1=O)Nc1ccc(Br)cc1Br,450.891,-1,175.75,"N-(2,4-dibromophenyl)-2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetamide",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,268.1538,1,175.3,Pinacidil,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,CCSBASE
CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,284.1277,1,163.1,Pinacidil,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+K]+,CCSBASE
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1ccc(F)cc1,329.0908,1,173.22,N-[(4-fluorophenyl)methyl]-2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1ccc(F)cc1,351.0727,1,177.68,N-[(4-fluorophenyl)methyl]-2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
CC(C)CN(C(=O)Cn1ccccc1=O)C1CCS(=O)(=O)C1,327.1373,1,181.13,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-N-(2-methylpropyl)-2-(2-oxopyridin-1-yl)acetamide",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
CC(C)CN(C(=O)Cn1ccccc1=O)C1CCS(=O)(=O)C1,325.1228,-1,184.96,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-N-(2-methylpropyl)-2-(2-oxopyridin-1-yl)acetamide",Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
O=C(Cn1ccccc1=O)N(Cc1ccco1)C12CC3CC(CC(C3)C1)C2,367.2016,1,185.96,N-(adamantan-1-yl)-N-(furan-2-ylmethyl)-2-(2-oxopyridin-1-yl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+H]+,METLIN
O=C(Cn1ccccc1=O)N(Cc1ccco1)C12CC3CC(CC(C3)C1)C2,389.1836,1,193.12,N-(adamantan-1-yl)-N-(furan-2-ylmethyl)-2-(2-oxopyridin-1-yl)acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M+Na]+,METLIN
O=C(Cn1cc(Br)ccc1=O)NCc1ccc(F)cc1,336.9993,-1,167.97,2-(5-bromo-2-oxopyridin-1-yl)-N-[(4-fluorophenyl)methyl]acetamide,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines,[M-H]-,METLIN
CC(OC(=O)c1cccc(N2CCCS2(=O)=O)c1)C(=O)N1CCCc2ccccc21,451.1298,1,205.31,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 3-(1,1-dioxo-1lambda6,2-thiazolidin-2-yl)benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
CC1CCc2ccccc2N1C(=O)CSc1nnc(N)s1,321.0838,1,175.15,"2-[(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]-1-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CC1CCc2ccccc2N1C(=O)CSc1nnc(N)s1,319.0693,-1,171.0,"2-[(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]-1-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
CNc1nc(-c2ccc3c(c2)CCCN3S(C)(=O)=O)cs1,324.0835,1,180.94,"4-(1-methanesulfonyl-3,4-dihydro-2H-quinolin-6-yl)-N-methyl-1,3-thiazol-2-amine",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1cc(=O)c(C(=O)OC(C)C(=O)N2CCCc3ccccc32)nn1-c1ccccc1,418.1761,1,202.54,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 6-methyl-4-oxo-1-phenylpyridazine-3-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1cc(=O)c(C(=O)OC(C)C(=O)N2CCCc3ccccc32)nn1-c1ccccc1,440.1581,1,210.06,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 6-methyl-4-oxo-1-phenylpyridazine-3-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc2[nH]c(=O)oc2c1,383.0672,1,195.26,"6-(6-methoxy-3,4-dihydro-2H-quinolin-1-ylsulfonyl)-3H-1,3-benzoxazol-2-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc2[nH]c(=O)oc2c1,359.0707,-1,180.38,"6-(6-methoxy-3,4-dihydro-2H-quinolin-1-ylsulfonyl)-3H-1,3-benzoxazol-2-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
COc1ccc2c(c1)CCCN2C(=O)CSc1nnc(C2CC2)n1Cc1ccco1,425.1642,1,206.43,"2-{[5-cyclopropyl-4-(furan-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}-1-(6-methoxy-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
COc1ccc2c(c1)CCCN2C(=O)CSc1nnc(C2CC2)n1Cc1ccco1,423.1496,-1,213.43,"2-{[5-cyclopropyl-4-(furan-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}-1-(6-methoxy-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
O=C(OCC(=O)N1CCCc2ccccc21)c1cc2c(s1)CCCC2,356.1315,1,189.78,"2-(3,4-dihydro-2H-quinolin-1-yl)-2-oxoethyl 4,5,6,7-tetrahydro-1-benzothiophene-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
O=C(OCC(=O)N1CCCc2ccccc21)c1cc2c(s1)CCCC2,378.1134,1,199.46,"2-(3,4-dihydro-2H-quinolin-1-yl)-2-oxoethyl 4,5,6,7-tetrahydro-1-benzothiophene-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
CC1CCc2ccccc2N1CC(=O)c1c(N)n(C)c(=O)n(C)c1=O,343.1765,1,181.96,"6-amino-1,3-dimethyl-5-[2-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)acetyl]pyrimidine-2,4-dione",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CC1CCc2ccccc2N1CC(=O)c1c(N)n(C)c(=O)n(C)c1=O,341.1619,-1,182.53,"6-amino-1,3-dimethyl-5-[2-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)acetyl]pyrimidine-2,4-dione",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
CSc1nnc(SCC(=O)N2c3ccccc3CCC2C)s1,352.0607,1,181.04,"1-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)-2-{[5-(methylsulfanyl)-1,3,4-thiadiazol-2-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CSc1nnc(SCC(=O)N2c3ccccc3CCC2C)s1,374.0426,1,188.6,"1-(2-methyl-3,4-dihydro-2H-quinolin-1-yl)-2-{[5-(methylsulfanyl)-1,3,4-thiadiazol-2-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
Cc1ccc2c(c1)CCCN2,148.1121,1,134.02,"6-Methyl-1,2,3,4-tetrahydroquinoline",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,CCSBASE
COc1ccc(N(C)S(=O)(=O)c2cccc(C(=O)OCC(=O)N3CCCc4ccccc43)c2)cc1,493.1439,-1,218.75,"2-(3,4-dihydro-2H-quinolin-1-yl)-2-oxoethyl 3-[(4-methoxyphenyl)(methyl)sulfamoyl]benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
CN(CC(=O)N1CCCc2ccccc21)S(=O)(=O)c1cccc(Cl)c1,379.0878,1,186.24,"3-chloro-N-[2-(3,4-dihydro-2H-quinolin-1-yl)-2-oxoethyl]-N-methylbenzenesulfonamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CN(CC(=O)N1CCCc2ccccc21)S(=O)(=O)c1cccc(Cl)c1,401.0697,1,197.9,"3-chloro-N-[2-(3,4-dihydro-2H-quinolin-1-yl)-2-oxoethyl]-N-methylbenzenesulfonamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
CC(=O)c1c(C)[nH]c(C(=O)OC(C)C(=O)N2CCCc3ccccc32)c1C,391.1628,1,197.55,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 4-acetyl-3,5-dimethyl-1H-pyrrole-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
CC(=O)c1c(C)[nH]c(C(=O)OC(C)C(=O)N2CCCc3ccccc32)c1C,367.1663,-1,187.66,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 4-acetyl-3,5-dimethyl-1H-pyrrole-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
Cc1ccc2c(c1)CCCN2C(=O)C1CCCN(C(=O)C(C)C)C1,329.2224,1,182.98,"2-methyl-1-[3-(6-methyl-3,4-dihydro-2H-quinoline-1-carbonyl)piperidin-1-yl]propan-1-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1ccc2c(c1)CCCN2C(=O)C1CCCN(C(=O)C(C)C)C1,351.2043,1,192.55,"2-methyl-1-[3-(6-methyl-3,4-dihydro-2H-quinoline-1-carbonyl)piperidin-1-yl]propan-1-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
Cc1noc(C)c1COC(=O)c1cccc(S(=O)(=O)N2CCCc3ccccc32)c1,427.1322,1,193.07,"(3,5-dimethyl-1,2-oxazol-4-yl)methyl 3-(3,4-dihydro-2H-quinoline-1-sulfonyl)benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1noc(C)c1COC(=O)c1cccc(S(=O)(=O)N2CCCc3ccccc32)c1,449.1142,1,194.31,"(3,5-dimethyl-1,2-oxazol-4-yl)methyl 3-(3,4-dihydro-2H-quinoline-1-sulfonyl)benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
COc1cccc(CCC(=O)N2CCCc3ccccc32)c1OC,326.1751,1,180.6,"1-(3,4-dihydro-2H-quinolin-1-yl)-3-(2,3-dimethoxyphenyl)propan-1-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
COc1cccc(CCC(=O)N2CCCc3ccccc32)c1OC,348.157,1,184.43,"1-(3,4-dihydro-2H-quinolin-1-yl)-3-(2,3-dimethoxyphenyl)propan-1-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
CC(OC(=O)c1ccccc1OC(F)F)C(=O)N1CCCc2ccccc21,376.1355,1,181.29,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 2-(difluoromethoxy)benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CC(OC(=O)c1ccccc1OC(F)F)C(=O)N1CCCc2ccccc21,398.1174,1,187.65,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 2-(difluoromethoxy)benzoate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
O=C(CN1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1)N1CCCc2ccccc21,440.0864,1,206.17,"2-[4-(5-chlorothiophen-2-ylsulfonyl)piperazin-1-yl]-1-(3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
O=C(CN1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1)N1CCCc2ccccc21,462.0683,1,206.89,"2-[4-(5-chlorothiophen-2-ylsulfonyl)piperazin-1-yl]-1-(3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
O=C(COc1ncnc2sccc12)N1CCCc2ccccc21,326.0958,1,178.19,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{thieno[2,3-d]pyrimidin-4-yloxy}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
O=C(COc1ncnc2sccc12)N1CCCc2ccccc21,324.0812,-1,173.94,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{thieno[2,3-d]pyrimidin-4-yloxy}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
O=C(CSc1nnc(Cc2cccs2)n1CCc1ccccc1)N1CCCc2ccccc21,475.1621,1,213.9,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{[4-(2-phenylethyl)-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
O=C(CSc1nnc(Cc2cccs2)n1CCc1ccccc1)N1CCCc2ccccc21,497.144,1,217.99,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{[4-(2-phenylethyl)-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
O=C(CSc1nnc(Cc2cccs2)n1CCc1ccccc1)N1CCCc2ccccc21,473.1475,-1,219.3,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{[4-(2-phenylethyl)-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
O=C(c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1)N(c1ccccn1)c1ccccn1,471.1485,1,210.66,"4-(3,4-dihydro-2H-quinoline-1-sulfonyl)-N,N-bis(pyridin-2-yl)benzamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CC1CCc2ccccc2N1C(=O)c1ccc(Cn2nnc3ccccc32)cc1,383.1866,1,201.64,"1-[4-(1,2,3-benzotriazol-1-ylmethyl)benzoyl]-2-methyl-3,4-dihydro-2H-quinoline",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
CC1CCc2ccccc2N1C(=O)c1ccc(Cn2nnc3ccccc32)cc1,381.1721,-1,198.91,"1-[4-(1,2,3-benzotriazol-1-ylmethyl)benzoyl]-2-methyl-3,4-dihydro-2H-quinoline",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
O=S(=O)(c1ccc2c(c1)CCCN2)N1CCC[C@@H]2CCCC[C@H]21,373.1347,1,190.69,"6-(Octahydroquinolin-1(2H)-ylsulfonyl)-1,2,3,4-tetrahydroquinoline",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+K]+,CCSBASE
O=S(=O)(c1ccc2c(c1)CCCN2)N1CCC[C@@H]2CCCC[C@H]21,357.1607,1,190.91,"6-(Octahydroquinolin-1(2H)-ylsulfonyl)-1,2,3,4-tetrahydroquinoline",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,CCSBASE
Cc1ccc2c(c1)CCCN2C(=O)Cc1ccc2c(c1)OCCO2,324.1594,1,181.07,"2-(2,3-dihydro-1,4-benzodioxin-6-yl)-1-(6-methyl-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1ccc2c(c1)CCCN2C(=O)Cc1ccc2c(c1)OCCO2,346.1414,1,189.69,"2-(2,3-dihydro-1,4-benzodioxin-6-yl)-1-(6-methyl-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
Cc1cc(C)c(NC(=O)CNC(=O)CN2CCCc3ccccc32)c(C)c1,366.2176,1,200.76,"2-(3,4-dihydro-2H-quinolin-1-yl)-N-{[(2,4,6-trimethylphenyl)carbamoyl]methyl}acetamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1cc(C)c(NC(=O)CNC(=O)CN2CCCc3ccccc32)c(C)c1,388.1995,1,193.29,"2-(3,4-dihydro-2H-quinolin-1-yl)-N-{[(2,4,6-trimethylphenyl)carbamoyl]methyl}acetamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
Cc1cc(C)c(NC(=O)CNC(=O)CN2CCCc3ccccc32)c(C)c1,364.2031,-1,192.53,"2-(3,4-dihydro-2H-quinolin-1-yl)-N-{[(2,4,6-trimethylphenyl)carbamoyl]methyl}acetamide",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
Cc1cc(SC(C)C(=O)N2CCCc3ccccc32)nc(C(C)C)n1,356.1791,1,189.22,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-[(2-isopropyl-6-methylpyrimidin-4-yl)sulfanyl]propan-1-one",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1cc(C)n2nc(C(=O)OC(C)C(=O)N3CCCc4ccccc43)nc2n1,380.1717,1,194.73,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cc1cc(C)n2nc(C(=O)OC(C)C(=O)N3CCCc4ccccc43)nc2n1,402.1537,1,201.93,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
Cc1cc(C)n2nc(C(=O)OC(C)C(=O)N3CCCc4ccccc43)nc2n1,378.1572,-1,186.27,"1-(3,4-dihydro-2H-quinolin-1-yl)-1-oxopropan-2-yl 5,7-dimethyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxylate",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
Cn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1ccco1,355.1223,1,184.33,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
Cn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1ccco1,353.1078,-1,194.58,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
COc1ccc2c(c1)CCCN2C(=O)COc1cc(Cl)ccc1Cl,366.0658,1,184.24,"2-(2,5-dichlorophenoxy)-1-(6-methoxy-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
COc1ccc2c(c1)CCCN2C(=O)COc1cc(Cl)ccc1Cl,364.0513,-1,185.23,"2-(2,5-dichlorophenoxy)-1-(6-methoxy-3,4-dihydro-2H-quinolin-1-yl)ethanone",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M-H]-,METLIN
N#Cc1ccccc1S(=O)(=O)N1CCCc2cccc(F)c21,317.0755,1,173.34,"2-(8-fluoro-3,4-dihydro-2H-quinolin-1-ylsulfonyl)benzonitrile",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+H]+,METLIN
N#Cc1ccccc1S(=O)(=O)N1CCCc2cccc(F)c21,339.0574,1,169.69,"2-(8-fluoro-3,4-dihydro-2H-quinolin-1-ylsulfonyl)benzonitrile",Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,[M+Na]+,METLIN
