smi,adduct,ccs
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,[M+Na]+,175.30000000000004
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,[M+Na]+,207.9
N=C(O)C1CCCN1C(=O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1,[M+Na]+,183.5
CN(C)c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2n1,[M+H]+,170.9
N=c1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(O)n1,[M+Na-2H]-,162.0
N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1,[M-H]-,173.5
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[M-H]-,135.91
NC(CCCC(N)C(=O)[O-])C(=O)[O-],[M+Na]+,145.0
N=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(O)n1,[M+H]+,165.6
O=P(O)(O)OCC1(O)OC(CO)C(O)C1O,[M+Na]+,156.260621675
CC(O)=NCCCCCN,[M+H]+,133.4
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,[M+K]+,174.3
CCCCCCC(C)CCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OCCCCCCCCC1CCC2C(C1)C1C3CCC3C21,[M-H]-,265.7
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,[M+Na]+,154.7
N=c1[nH]c(C(=CCC(=O)O)C(O)=NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,[M+H]+,191.4
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,[M+Na]+,187.69999999999996
O=c1c(O)c(-c2cccc(O)c2O)oc2ccc(O)cc12,[M-H]-,160.2
N=C(O)CC(N)C(=O)O,[M+Na]+,131.90968805
O=C1OC(C(O)CO)C(=O)C1=O,[M-H]-,128.6
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C,[M-H]-,219.55000000000004
CN1CC(O)=NC1=N,[M+Na]+,133.0
CC(C)(CO)C(O)C(O)=NCCC(=O)O,[M+Na-2H]-,146.2
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,[M+H]+,162.5
Cn1c(=N)[nH]c2c(ncn2C2OC(CO)C(O)C2O)c1=O,[M-H]-,166.9
CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,[M+H]+,184.1
CC(O)=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,[M+Na-2H]-,171.2
CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,[M+HCOO]-,169.6
Nc1nc(=O)c2nccnc2[nH]1,[M+H]+,128.6
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,[M+H-H2O]+,173.5
O=C(Nc1cccc(Cl)c1)OCC#CCCl,[M+Na]+,164.9
CCCOc1ccccc1-c1nc2[nH][nH]nc-2c(=O)n1,[M+H]+,159.2
CN1CC(O)=NC1=N,[M+H]+,123.40000000000002
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,[M-H]-,178.4
N=C(O)CCC(N=C(O)Cc1ccccc1)C(=O)O,[M+H]+,159.9
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,[M+H]+,183.0
CC(O)=NS(=O)(=O)c1ccc(N)cc1,[M-H]-,145.9
CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,[M+Na]+,187.30000000000004
O=P(O)(O)OCC1OC(n2cnc3c(O)nc(O)nc32)C(O)C1O,[M+Na]+,176.6
Cc1cnc(O)nc1O,[M-H]-,119.1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,[M+H]+,179.4
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)COC2(O)CO)[C@H](O)[C@@H](O)[C@@H]1O,[M+Na]+,177.0
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)OCC(COC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)OC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC,[M+NH4]+,328.8
N=c1nc(O)c2ncn(COCCO)c2[nH]1,[M+H]+,146.5
Cc1ncc(CN=C(O)N(CCCl)N=O)c(=N)[nH]1,[M+H]+,158.9
Cn1cnc2c1c(O)nc(=O)n2C,[M+H]+,134.4
CC1(C)SC2C(N=C(O)COc3ccccc3)C(=O)N2C1C(=O)O,[M+H]+,182.6
CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,[M+Na]+,168.6
O=C1CCC23C=CC(O)=NCCCCNCCCN=C(O)C=Cc4ccc(c2c4)OC3C1,[M+H]+,203.4
N=c1ccn(C2CC(O)C(CO)O2)c(O)n1,[M-H]-,148.6
N=c1[nH]ccs1,[M+H]+,117.2
N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1,[M+Na-2H]-,176.4
NC(CC(=O)O)C(O)=NC(Cc1ccccc1)C(=O)O,[M+H]+,165.1
O=c1nc2[nH][nH]cc-2c(=O)[nH]1,[M+H]+,126.6984421875
N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1,[M+Na]+,179.9
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,[M+H]+,143.7
CC(O)=Nc1cccc(O)c1,[M+H]+,130.6
N=C(O)C1CCCN1C(=O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1,[M+H]+,180.1
CCC=CCC=CCC(O)C=CC=CCC=CCC=CCCC(=O)O,[M-H]-,190.46666666666667
CNC(=O)Nc1nc2ccccc2s1,[M+Na]+,153.6
CCN1CC2(OC(=O)c3ccccc3N=C(C)O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,[M+H]+,232.5
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)c3ccccc3)CCC12,[M+Na]+,228.6
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[M+H]+,196.6
CCOC(=O)C1=C(CN(C)Cc2ccc(C)cc2)NC(=O)NC1CC,[M+Na]+,207.56
CC(c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)c1cc(F)cc(F)c1,[M+H]+,187.26
COC(=O)C(O)(COC(=O)c1cccc(Cl)c1)C(O)(c1nccn1C)C(F)(F)F,[M+Na]+,213.76
NC(=O)C(OC(=O)c1ccccc1SCC1CCCO1)c1ccccc1,[M+H]+,180.28
CCOc1ncccc1C(=O)Nc1nnc(Cc2ccccc2)s1,[M-H]-,188.15
COC(=O)Cc1cc(=O)[nH]c(SCC(=O)N2CCc3ccccc32)n1,[M-H]-,187.9
CCN(CC)C(CNC(=O)C1CCCO1)Cc1ccccc1,[M+H]+,176.82
Cc1onc(-c2ccccc2)c1C(=O)Nc1cc(Cl)ccc1-n1cncn1,[M-H]-,185.52
CCCNC(=O)C1CCCN1C(=O)NC12CC3CC(CC(C3)C1)C2,[M+Na]+,197.81
CC1CN(Cn2nc(-c3ccncc3)n(-c3ccccc3)c2=S)CCO1,[M+Na]+,189.13
COCCOc1ccc(C(F)(F)F)cc1NC(=O)c1ccco1,[M-H]-,170.11
CCCCOc1ccc(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,[M+H]+,212.36
NC(=O)N1CCC(C(=O)NC2CCCCC2)CC1,[M+H]+,164.8
COc1ccc(CN(C)Cn2[nH]c(C(C)(C)C)nc2=S)cc1,[M+Na]+,170.04
CSc1ncc(Cl)c(C(=O)OC(C)C(=O)N2CCCc3ccccc32)n1,[M+Na]+,195.82
CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)c1ccc(F)cc1,[M-H]-,172.41
CC(C)Cc1nnc(NC(=O)c2ccc3c(c2)CCCN3S(C)(=O)=O)s1,[M-H]-,201.77
CN(C)c1cccc(C(=O)NCCN(C)c2ccccc2)c1,[M+H]+,178.58
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,[M-H]-,204.14
COCCCCNC(=O)c1cnc(OCC(F)(F)F)c(Cl)c1,[M-H]-,190.29
COc1ccc(Br)c(C(=O)Nc2ccccc2-c2nc3ccccc3[nH]2)c1,[M+Na]+,193.99
Cc1ccccc1N(CC(=O)NCCc1ccc(F)cc1)S(C)(=O)=O,[M+H]+,180.33
CC(C)NC(=O)CN(C)C(C)C(=O)Nc1cc(Cl)cc(Cl)c1,[M+H]+,191.12
O=C(CSc1n[nH]c(=O)n1C1CC1)N1CCCCCC1,[M-H]-,169.33
O=C(NCc1ccccc1S(=O)(=O)N1CCOCC1)c1cccc(OC(F)F)c1,[M+H]+,191.39
O=C(NCc1ccccc1OC(F)F)Nc1ccccc1,[M-H]-,173.63
CCOC(=O)C1=C(CO)NC(=O)NC1c1ccc(Cl)cc1,[M-H]-,170.08
CCCCN(CC)C(=O)CCNC1=NS(=O)(=O)c2ccccc21,[M+H]+,183.6
N#CCNS(=O)(=O)c1cccc(C(=O)N2CCC(c3nc4cc(Cl)ccc4s3)CC2)c1,[M+H]+,207.18
CC1CCCC(C)N1C(=O)CN1C(=O)C2CC=CCC2C1=O,[M+H]+,170.61
Cc1cccc(C(=O)Nc2ccc(Cl)c(C(N)=O)c2)c1,[M+H]+,172.19
CCn1c(SCC(=O)NC(c2ccccc2)c2nccn2C)nnc1C1CC1,[M+H]+,196.21
COc1cc(C2NC(N)=Nc3nc4ccccc4n32)ccc1OC(F)F,[M+H]+,182.12
Cc1ccc(SCC(=O)NC2(C#N)CCCCC2)c(C)c1,[M-H]-,183.3
CN(C)S(=O)(=O)c1cccc(NC(=O)Cc2ccsc2)c1,[M-H]-,175.88
CCCN(Cn1nc(-c2ccc(Cl)cc2)n(CC)c1=S)C1CCS(=O)(=O)C1,[M-H]-,193.57
CCCn1c(SCC(=O)c2ccccc2OC)n[nH]c1=O,[M-H]-,168.37
CCCN(S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(Cl)cc1,[M+H]+,180.34
O=C1CCCCC1Sc1n[nH]c(=O)n1Cc1ccccc1,[M+Na]+,176.15
CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCCCO3,[M-H]-,168.07
CCN(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1C#N,[M+H]+,178.27
Cc1cccc(N2CCN(C(=O)C(NC3=NS(=O)(=O)c4ccccc43)C(C)C)CC2)c1,[M+H]+,203.83
CCCCCNC(=O)c1cc(-c2csc(C)n2)c[nH]1,[M+H]+,179.38
CC(=O)c1oc2ccccc2c1NC(=O)CSc1nnc(-c2ccco2)n1C,[M+Na]+,197.99
CSCCC(=O)Nc1ccc(S(=O)(=O)C(F)F)cc1,[M-H]-,166.54
O=C(CSc1nnc(-c2ccccc2F)[nH]1)N1CCC(Cc2ccccc2)CC1,[M+H]+,206.05
CC1CC(C)CN(CC(=O)c2ccc(OC(F)F)cc2)C1,[M+H]+,173.02
O=C(Nc1nncs1)C1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,[M+Na]+,186.51
O=C(NCc1nnc2n1CCC2)c1ccc(COc2ccc(F)cc2)o1,[M-H]-,191.43
Cc1[nH]c2nc3c(c(=O)n(Cc4ccc(F)cc4)c(=O)n3C)n2c1C,[M+H]+,182.76
CCCCNC1=NS(=O)(=O)c2ccccc21,[M+H]+,155.84
CN(C)C(=O)C1CCCN1Cn1nc(-c2ccc(Cl)cc2)n(-c2ccccc2)c1=S,[M-H]-,209.41
COc1ccc2oc(C(=O)N3CCN(C(=O)C4CC4)CC3)c(C)c2c1,[M+H]+,187.76
O=c1[nH]c(=O)n(Cc2ccccc2)c2nc(-c3ccncc3)n(CC3CCCO3)c12,[M-H]-,199.98
O=C(Nc1ccccc1C(=O)OCC(=O)N1CCC(c2ccccc2)=N1)c1ccccc1,[M+Na]+,212.72
CC1CCN(S(=O)(=O)c2cc(C(=O)Nc3ccc4ccccc4n3)ccc2Br)CC1,[M+Na]+,219.18
CCOc1ccc(OCC(=O)N(C)Cc2nc(=O)c3sccc3[nH]2)cc1,[M+Na]+,186.39
CC(C)c1ccccc1-n1c(S)nc2ccccc2c1=O,[M+H]+,166.84
O=C(CCc1ccccc1O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+H]+,186.35
Cc1ccc(CN2C(=O)NC(c3ccc(F)cc3)C2=O)cc1,[M+H]+,170.36
Cc1nc2cc(NC(=O)Cc3c(C)noc3C)ccc2o1,[M-H]-,172.16
O=C(NCc1ccccc1)c1cccc(OCc2nc(-c3ccsc3)no2)c1,[M+Na]+,187.81
Cc1cc(-c2ccccc2)nc(SCc2nnnn2-c2ccccc2)n1,[M+Na]+,193.89
O=C(CNC(=O)Cc1cccc2ccccc12)NCC(=O)Nc1ccc(F)c(F)c1,[M+Na]+,193.25
CN(Cc1c(F)cccc1Cl)S(=O)(=O)c1cc(Cl)sc1Cl,[M+H]+,168.76
CCN(CC)CC(O)COC(c1ccc(F)cc1)c1ccc(F)cc1,[M+Na]+,191.25
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccc2[nH]c3c(c2c1)CCCC3,[M+H]+,202.22
CN(CC1COc2ccccc2O1)S(=O)(=O)CCn1cnc2ccccc21,[M+H]+,183.88
Cc1nn(-c2ccccc2)c(C)c1NC(=O)CSc1nnnn1C1CC1,[M-H]-,189.95
O=C(NCCNC(=O)c1ccc(Br)cc1)c1ccc(Cl)cc1,[M-H]-,191.22
Cc1ccc2c(Cl)cc(Cl)c(OCC(=O)NC(C)(C#N)C3CC3)c2n1,[M+H]+,183.69
O=C(O)c1sc(-c2ccccc2)cc1NC(=O)C1CC1,[M+Na]+,165.82
O=C1c2ccccc2C(=O)N1c1cccc(O)c1,[M-H]-,154.23
Cc1ccc(C)c(NC(=O)CN(C)C(=O)CN2CCN(c3cccc(C)c3C)CC2)c1,[M+H]+,217.45
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)NCCCSc1ccccc1,[M-H]-,189.46
CC(=O)Nc1ccc(Nc2ncnc3sc4c(c23)CCC4)cc1,[M+H]+,185.15
CC1CCCCC1NC(=O)CSc1nccc(C(F)(F)F)n1,[M-H]-,179.45
COc1ccc(NC(=O)CSc2nc3cc(S(=O)(=O)N(C)C)ccc3o2)cc1OC,[M+Na]+,201.86
CC1c2ccsc2CCN1Cn1ncc2ccccc2c1=O,[M+H]+,171.55
Cc1ccc(C(=O)OCC(=O)c2ccc(CC(=O)N3CCOCC3)s2)cc1C,[M-H]-,200.48
Cc1c(-n2nnn(CN(Cc3ccc(F)cc3)C3CC3)c2=S)c(=O)n(-c2ccccc2)n1C,[M-H]-,216.47
COCCCn1c(SCCC(=O)NC2CCCCC2)nc2cc(Cl)ccc2c1=O,[M-H]-,215.67
Cc1nc(NC(=O)C2Cc3ccccc3S2)oc1C,[M+H]+,164.24
CN(C)S(=O)(=O)c1ccc(-c2csc(-c3cccs3)n2)cc1,[M+H]+,184.47
O=C(c1ccccc1)c1ccc(OCC(=O)N2CCOCC2)cc1,[M-H]-,189.64
CC1CC1C(=O)Nc1ccccc1Oc1ccccc1,[M-H]-,173.37
CCOC(=O)N1CCC(Nc2ncnc3c2oc2ccccc23)CC1,[M+H]+,190.04
Cc1ccc(C(=O)OCC(=O)N2c3ccccc3NC(=O)CC2C)s1,[M-H]-,184.03
Fc1ccccc1CSc1nnc2[nH]c3ccccc3n12,[M+H]+,166.03
CC(C)CCCC(C)NC(=O)COCc1nc2ccccc2c(=O)[nH]1,[M-H]-,183.1
CN(CCc1ccccn1)Cn1nc(-c2ccccc2)n(-c2ccc(F)cc2)c1=S,[M+Na]+,207.13
O=C(CSc1ccccc1F)NC(=O)C1CCCCC1,[M+Na]+,182.31
CCCn1c(SCCOc2ccc(OC)cc2)n[nH]c1=O,[M+H]+,175.89
COP1(OC)=NP(OC)(OC)=NP(OC)(OC)=N1,[M+H]+,153.5233333333333
CC(NC(=O)COCc1nc2ccccc2c(=O)[nH]1)C1CCCO1,[M+H]+,183.28
Cc1cc(=O)[nH]c(-c2cccc(NC(=O)c3ccccc3CCc3ccccc3)c2)n1,[M-H]-,202.81
COc1ccc(C2Nc3ccccc3C(=O)N2C2CC2)c(C(=O)O)c1OC,[M+H]+,181.37
O=C(O)c1ccc(OC(F)F)c(OCC2CC2)c1,[M+H]+,163.79
NC1=Nc2nc3ccccc3n2C(c2cc3ccccc3o2)N1,[M+H]+,170.44
O=C(CNC1=NS(=O)(=O)c2ccccc21)NC1CCCCCCC1,[M+H]+,193.54
O=C(OCC(=O)N1CCNC1=O)c1ccc(Cl)cc1,[M+H]+,162.58
O[C@@H]1C[C@H](O)[C@H](O)CO1,[M+Na]+,134.7
CCn1c(-c2ccccc2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,[M+H]+,178.33
O=C(c1ccc(F)cc1)N1CCCCC(N2CCN(S(=O)(=O)c3ccccc3)CC2)C1=O,[M+H]+,203.3
CCCn1c(SCCOc2ccc(OC)cc2)n[nH]c1=O,[M-H]-,169.93
CNc1nc(SCC(=O)NC2(C#N)CCCC2)nc2ccccc12,[M-H]-,175.95
O=C(Cc1cc(Cl)c2c(c1)OCCO2)Nc1nccs1,[M+H]+,169.72
CN(Cc1ccc(N(C)C)cc1)C(=O)Nc1cccc(-c2nnnn2C2CC2)c1,[M+Na]+,209.83
O=C(c1ccccc1Cl)n1cc(C(F)(F)F)ccc1=O,[M-H]-,162.45
O=C(CN1CCC(c2ccccc2)CC1)c1c[nH]c2ccccc12,[M-H]-,184.98
Cc1cc(=O)n2nc(CN3CCCc4cc(F)ccc43)sc2n1,[M+H]+,176.23
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cccc(C=Cc2ccccn2)c1,[M+H]+,194.61
COc1ccc(Br)c(C(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C(C)C)c1,[M-H]-,189.05
CC(C)C(C(=O)O)n1c(S)nc2ccccc2c1=O,[M+H]+,157.46
O=S(=O)(NC(c1ccc(F)cc1)c1cccs1)c1cc(F)cc(F)c1,[M-H]-,176.07
c1ccc(-c2nc(CSc3ncccn3)co2)cc1,[M+Na]+,162.58
CC(C)CCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,[M+Na]+,329.8
COCCCn1c(-c2cc(Br)ccc2F)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,[M+H]+,196.62
Cc1cc(C)cc(-c2nn(CN3CCC(C(=O)N4CCOCC4)CC3)c(=S)o2)c1,[M+H]+,201.57
CC(=O)NC12CC3CC(C1)CC(C(=O)N(C)CC(=O)Nc1ccccc1Cl)(C3)C2,[M+H]+,201.95
CC(Sc1nnc(-c2cccs2)n1C1CC1)c1nc2ccccc2c(=O)[nH]1,[M+H]+,191.28
CCCCn1c(SCC(=O)c2ccc(F)cc2)n[nH]c1=O,[M-H]-,167.7
Cc1ccc(-c2n[nH]c(=S)n2CC(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,[M+H]+,211.69
CSCCC(C(=O)NCCc1c[nH]c2ccccc12)N1C(=O)C2CCCCC2C1=O,[M-H]-,208.92
O=C1COc2ccc(-c3csc(N4CCCCC4)n3)cc2N1,[M+H]+,179.7
O=C(c1ccccc1NS(=O)(=O)c1ccc(Cl)s1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,[M-H]-,230.66
COCCn1c(SCC(=O)NC(C)c2ccc(F)cc2)nc2ccccc2c1=O,[M+H]+,200.14
CC1c2ccsc2CCN1CN1C(=O)NC(Cc2ccccc2)(Cc2ccccc2)C1=O,[M+Na]+,208.03
CCCCN(C(=O)c1nn(C)c(=O)c2ccccc12)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,[M+Na]+,210.92
CC(=O)N1CCC(C(=O)NCCc2ccc(C(C)C)cc2)CC1,[M-H]-,189.79
Cc1cc(COC(=O)c2ccc(O)cc2)on1,[M-H]-,154.83
O=C(CCc1nc(-c2cccs2)no1)N(Cc1nc2ccccc2c(=O)[nH]1)CC1CCCO1,[M+Na]+,206.2
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M-H]-,204.79
CN(C(=O)COc1cc(Cl)ccc1Cl)C1CCS(=O)(=O)C1,[M+H]+,181.1
O=C(c1cnn(C(=O)c2ccco2)c1)c1cc(F)ccc1O,[M+Na]+,170.42
CCCNC(=O)CNC(=O)c1ccc(C(C)(C)C)cc1,[M+Na]+,190.08
COc1cc(CN(C2CC2)S(=O)(=O)c2ccc(Cl)cc2F)ccc1OC(F)F,[M+H]+,196.96
N#Cc1ccc(COC(=O)c2cccc(Cl)c2Cl)cc1,[M-H]-,201.94
CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)NC2=NCCS2)c1,[M-H]-,178.98
CC(=O)N1CCC(C(=O)NCCc2ccc(C(C)C)cc2)CC1,[M+H]+,176.6
Cc1ccc(C(=O)OCC(=O)c2ccc(CC(=O)N3CCOCC3)s2)cc1C,[M+H]+,205.98
Cc1nc2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2s1,[M-H]-,174.95
O=S(=O)(c1ccccc1)N(Cc1ccccc1)S(=O)(=O)c1cccc(Br)c1,[M-H]-,208.24
O=c1c(Cl)c(N2CCN(CC(F)(F)F)CC2)cnn1-c1ccccc1,[M+H]+,183.9
COc1ccccc1N1CCN(CC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)CC1,[M+H]+,209.81
CC1(C(=O)OCC(=O)NCC(F)(F)F)CC1(Cl)Cl,[M-H]-,167.52
CCOCCCNC(=O)c1cc(Br)c(Br)s1,[M-H]-,177.85
C=CCn1c(SCC(=O)NC2(C)CCS(=O)(=O)C2)nc2ccccc21,[M+H]+,184.23
S=c1n(CN2CCN(c3cnccn3)CC2)nc(COc2ccccc2Cl)n1C1CC1,[M+H]+,202.51
Cc1ccc(C)c(Sc2ncccc2C(=O)Nc2ccnn2C2CCN(C)CC2)c1,[M+H]+,207.63
O=C(CC1C=CCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+Na]+,182.77
COC(=O)Cc1cc(=O)[nH]c(SCC(=O)N2CCc3ccccc32)n1,[M+Na]+,187.14
COC(=O)CSc1nnc2[nH]c3ccccc3n12,[M-H]-,151.01
CCCc1nnc(SC(C)c2nc3ccccc3c(=O)[nH]2)[nH]1,[M+H]+,175.65
C=CCOc1cccc(C=Cc2nc3ccccc3c(=O)[nH]2)c1,[M-H]-,182.16
C=CCn1c(C)cc(C(=O)Cn2cnc3ccccc3c2=O)c1C,[M+H]+,182.11
Cc1ccc(C(NC(=O)c2cc(S(C)(=O)=O)ccc2C)c2ccccc2)cc1,[M+Na]+,210.71
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)CSc1nnc(CN2CCCC2)o1,[M+Na]+,221.56
O=S(=O)(Nc1ccc(OC(F)F)cc1)c1ccccc1C(F)(F)F,[M-H]-,168.76
C=CCn1c(S)nnc1Cc1csc(NC(=O)c2ccc(Br)o2)n1,[M+Na]+,199.39
ClC1(Cl)CC1CSc1nnc2[nH]c3ccccc3n12,[M-H]-,163.55
COc1cc(Cl)c(C)cc1NCC(=O)N(C1CCCCC1)C1CCS(=O)(=O)C1,[M+H]+,202.85
COc1ccc(C)cc1C(=O)Nc1ccc(NC(C)=O)c(Cl)c1,[M+Na]+,183.56
CN(Cc1ccccc1Br)C(=O)CN1C(=O)C(=O)N(C2CCCC2)C1=O,[M-H]-,196.76
N#Cc1ccc(S(=O)(=O)NCc2ccco2)cc1,[M-H]-,154.59
COc1ccc(CN(C)S(=O)(=O)c2cc(F)cc(F)c2)c(OC)c1,[M-H]-,187.88
CCCCn1c(CCC(=O)Nc2ccccc2C)nc2c1c(=O)[nH]c(=O)n2CCC,[M+H]+,205.9
CC=CCn1c(NC)nc2c1c(=O)[nH]c(=O)n2C,[M+H]+,154.99
CCCCn1c(=O)[nH]c(=O)c2c1nc(CCC(=O)NCc1ccc(C)cc1)n2CC(C)C,[M-H]-,211.47
O=C(CCOc1ccccc1-c1ccccc1)N(Cc1nc2ccccc2c(=O)[nH]1)CC1CCCO1,[M-H]-,220.43
CCCc1cc(=O)[nH]c(SC(C(=O)N2CCCC2)c2ccccc2)n1,[M+Na]+,191.47
C=CCN(S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1OC,[M+Na]+,188.05
COc1cc(C(C)=O)ccc1OCC(=O)NCCCOc1ccccc1F,[M-H]-,196.68
O=C(Sc1nnc(-c2ccco2)n1-c1ccccc1)c1c(F)cccc1F,[M+H]+,178.85
CCn1c(SC(C)C(N)=O)nnc1N1CCOCC1,[M+H]+,165.7
O=C(Nc1ccccc1F)Nc1ncc(Cl)cc1Cl,[M+Na]+,192.72
CC(OC(=O)c1cc2ccccc2s1)c1nc2ccccc2c(=O)[nH]1,[M+H]+,184.35
CC1=C(C(=O)OC(C)C)C(c2ccc(F)cc2)NC(=O)N1C1CC1,[M+H]+,178.8
COc1ccc(Cl)cc1CN(C)CN1C(=O)NC2(CCCC2)C1=O,[M+H]+,191.69
O=S(=O)(Cc1ccccc1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,[M+H]+,195.22
CSc1ncccc1C(=O)Nc1nc2ccccc2[nH]1,[M-H]-,166.54
Cc1ccsc1CN(C)Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1,[M-H]-,195.42
Cc1cc(COC(=O)c2ccc(O)cc2)on1,[M+H]+,158.15
CNC(=O)c1ccc(CN(C)C(=O)Cc2ccc(Cl)c(Cl)c2)cc1,[M+Na]+,181.26
CC(=O)c1c(C)[nH]c(C(=O)NCc2ccc(C)n2C)c1C,[M-H]-,173.27
CN(C(=O)Cn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C)C1CCCc2ccccc21,[M+Na]+,195.04
CC(Sc1nnc2ccccn12)C(=O)NC(=O)NC1CCCCC1,[M+H]+,185.55
COCCN(CCOC)C(=O)COC(=O)c1sc2ccccc2c1Cl,[M+Na]+,190.83
Cc1ccc(S(=O)(=O)N2CCC(NS(C)(=O)=O)CC2)cc1C,[M+H]+,175.6
CS(=O)(=O)c1cccc(C(=O)NCc2ccccc2Cn2cccn2)c1,[M+H]+,190.44
Cc1ccc(Oc2ccc(NC(=O)c3c(C)noc3C)cc2)cc1,[M+H]+,185.57
Cc1nn(CN2CCN(c3ccccc3)CC2)c(=S)o1,[M+Na]+,171.87
O=S(=O)(C=Cc1ccccc1)N1CCN(CC(O)COc2ccccc2F)CC1,[M+H]+,204.77
O=C(Cn1cc(Br)c(=O)[nH]c1=O)Nc1ccccc1,[M-H]-,163.78
C[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O1,[M+H]+,251.9
