smi,adduct,ccs
COc1cc(C(C)=O)ccc1OCC(=O)NCCCOc1ccccc1F,[M+Na]+,193.76
COCCCn1c(-c2cc(Br)ccc2F)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,[M+Na]+,211.68
Cc1ccc(CN(C)Cc2nc3ccsc3c(=O)[nH]2)c(C)c1,[M-H]-,178.81
C=CCN(CC(=O)NC1CC1)S(=O)(=O)c1ccc(OCC)cc1,[M+H]+,180.65
CCCCCCn1c(NCCOC)nc2c1c(=O)[nH]c(=O)n2C,[M+H]+,182.45
CCc1noc(C)c1C(=O)Nc1ccc(C#N)c(Cl)c1,[M+H]+,176.08
O=C(O)c1cc2ccccc2cc1NC(=O)C1CC1,[M-H]-,160.79
COC(=O)CCn1c(S)nc2ccccc2c1=O,[M+H]+,155.09
Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCCN(C(=O)Cc4ccccn4)CC3)c2c1C,[M+H]+,209.9
c1ccc(Cc2noc(CN3CCCC3C3CCCCC3)n2)cc1,[M+H]+,181.08
CN(Cc1ccc(F)cc1F)CN1C(=O)c2ccccc2C1=O,[M+Na]+,173.35
CN(C(=O)c1cncc(Br)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,[M-H]-,183.71
Cc1ccc(OCCOC(=O)C2=CN3CCS(=O)(=O)N=C3C=C2)cc1,[M-H]-,192.59
Cc1ccc(SCC(=O)NC2(C#N)CCCCC2)c(C)c1,[M+H]+,168.25
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2F)cc1Br,[M+H]+,190.55
Cc1cc(SC#N)ccc1NS(=O)(=O)c1ccc2c(c1)OCCO2,[M-H]-,184.18
CC(=O)NC12CC3CC(C1)CC(C(=O)N(C)CC(=O)Nc1ccccc1Cl)(C3)C2,[M-H]-,193.12
CCCN(C(=O)c1nn(-c2cccc(C(F)(F)F)c2)c(C)cc1=O)C1CCS(=O)(=O)C1,[M+H]+,201.34
O=C(Nc1c2c(nc3c1CCC3)CCCC2)c1ccccc1Br,[M+H]+,181.41
CN(Cc1cnn(-c2ccccc2)c1)C(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1,[M-H]-,203.52
COC(=O)c1ccc(NC(=O)CC(NC(C)=O)c2ccccc2)cc1,[M+Na]+,198.55
CCCN(CC(=O)c1cc(C)n(Cc2ccccc2)c1C)Cc1nnc(-c2cccs2)o1,[M-H]-,216.67
CNS(=O)(=O)c1cc(Cl)ccc1Cl,[M-H]-,141.7
Cc1ccc(NS(=O)(=O)c2ccccc2Br)cc1I,[M-H]-,171.56
Cc1c(C(=O)OCc2nnnn2-c2ccccc2)cnn1C,[M+H]+,178.96
CN(Cc1ccc(N2CCOCC2)cc1)C(=O)CCc1nc(-c2cccs2)no1,[M+Na]+,189.0
CCC(C)NS(=O)(=O)c1cc(F)cc(F)c1,[M+H]+,163.57
CCc1cccc(CC)c1NC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,[M+H]+,202.89
CC(NC(=O)CSc1nnc2[nH]c3ccccc3n12)c1ccccc1,[M+H]+,189.07
CC(Sc1nnc(-c2ccccc2F)n1C1CC1)C(=O)N1C(C)CCCC1C,[M+H]+,198.04
CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC=CCC(=O)OCC(COC(=O)CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC=CC)OC(=O)CC=CCC=CCC=CCC=CCC=CCC=CCC=CCC=CC,[M+Na]+,320.841
O=C(NCc1ccc(Cl)cc1)c1ccc(Br)o1,[M+H]+,165.04
COC(=O)C(C)OC(=O)C12CC3CC(C1)CC(c1ccccc1)(C3)C2,[M-H]-,201.28
COC(=O)c1ccc(CSc2n[nH]c(=O)n2C2CC2)o1,[M-H]-,172.19
Cc1nc2ncnn2c(C)c1CCC(=O)Nc1ccccc1Cc1ccccc1,[M-H]-,195.34
CC(=O)c1ccc(NC(=O)C(C)Sc2nnc(-c3ccccc3Br)o2)cc1,[M+Na]+,203.15
CCc1ccc(C(NCC(=O)NC2(C#N)CCCCC2)c2cccs2)cc1,[M-H]-,209.74
CCCOc1ccc2ccccc2c1CN(C)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,[M+Na]+,211.96
CCOc1ccccc1C(=O)NCC(=O)N(C)Cc1cccc(Cl)c1Cl,[M+H]+,187.64
O=C(Nc1ccc(OC(F)F)cc1)C1CC(O)CN1S(=O)(=O)c1ccc(F)cc1,[M+H]+,189.07
CC(Sc1nnc(-c2ccccc2F)n1C1CC1)C(=O)N1C(C)CCCC1C,[M+Na]+,202.31
C#CCNC(=O)CCc1nc2ccccc2c(=O)[nH]1,[M+Na]+,164.26
CCCn1c(SCC(=O)c2ccccc2OC)n[nH]c1=O,[M+H]+,171.96
CCC(C)(C)C1CCC(NC(=O)Cc2ccc(NC(C)=O)cc2)CC1,[M+Na]+,204.05
CCN(CC)C(Cn1c(=O)[nH]c2ccccc2c1=O)c1ccsc1,[M-H]-,179.34
CC(C)CNS(=O)(=O)Cc1ccc(C#N)cc1,[M-H]-,158.1
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,[M+H]+,254.51
O=C(OCC(=O)N1CCCCC1)c1cccc(NC(=O)c2cccs2)c1,[M+Na]+,200.24
CC1CCN(S(=O)(=O)c2cc(C(=O)Nc3ccc4ccccc4n3)ccc2Br)CC1,[M+H]+,204.37
CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCc2[nH]c3ccccc3c2C1,[M+H]+,183.86
O=C1CCCCC1Sc1n[nH]c(=O)n1Cc1ccccc1,[M-H]-,172.99
CCn1c(SC(C)C(=O)NCc2cccs2)nnc1-c1ccco1,[M+Na]+,183.49
Cc1ccc(C)c(COC(=O)c2cc(Cl)c[nH]2)c1,[M-H]-,165.52
Cc1cc(C)c(C(=O)COC(=O)c2cc(Br)c[nH]2)c(C)c1,[M-H]-,169.11
CN(Cc1ccccc1)Cn1nc(-c2ccc(Cl)cc2)n(C)c1=S,[M-H]-,182.38
CC1CN(S(=O)(=O)c2cccc(Cl)c2)CCN1S(=O)(=O)c1cccc(Cl)c1,[M-H]-,204.95
O=C(C1CC1)N1CCN(c2cnn(-c3ccc(C(F)(F)F)cn3)c(=O)c2Cl)CC1,[M+Na]+,191.45
O=C(Nc1ccccc1C(=O)OCC(=O)N1CCC(c2ccccc2)=N1)c1ccccc1,[M+H]+,208.4
O=C(O)C=Cc1cc(Br)ccc1F,[M-H]-,145.97
COc1cc2c(cc1OC)CN(Cn1nc(CN3CCCCC3)n(-c3ccccc3)c1=S)CC2,[M-H]-,219.68
CNC(=O)CN(C)S(=O)(=O)c1ccc(C(C)(C)C)cc1,[M+H]+,175.93
NC(=NOCC(=O)Nc1ccccc1-c1ccccc1)c1ccc(Oc2ccc(F)cc2)nc1,[M+Na]+,213.7
O=S(=O)(c1ccc(Cl)c(N=c2scc(-c3ccco3)n2CC2CCCO2)c1)N1CCOCC1,[M-H]-,217.49
O=C(NC1CCN(C(=O)Nc2ccccc2)CC1)C1CC(=O)N(Cc2ccccc2)C1,[M+H]+,194.16
N#Cc1ccccc1-c1ccc(COC(=O)c2ccoc2)cc1,[M+Na]+,174.37
COc1ccc(OC)c(C2CCCN2C(=O)Cn2c(-c3ccc(Cl)cc3)n[nH]c2=S)c1,[M+H]+,198.98
N#CC(=Cc1ccc(Cl)cc1)c1ccccc1,[M+H]+,161.47
Cc1ccc(-c2csc3ncnc(SCC(=O)NC4(C#N)CCCC4)c23)cc1,[M+H]+,200.28
CCOc1cc(C=C2C(=O)Nc3ccc(Cl)cc32)ccc1OCC(=O)N1CCOCC1,[M+H]+,211.02
Cc1ccc(-c2cnc(SCC(=O)N3CCCC3=O)n2C)cc1,[M-H]-,177.87
O=C(CSc1ccc2ccccc2n1)Nc1ccc2c(c1)OCO2,[M-H]-,193.02
Cc1ccc(C(=O)OCC(=O)c2ccc(CC(=O)N3CCOCC3)s2)cc1C,[M+Na]+,203.91
OCCOCCNCc1cn(-c2ccccc2)nc1-c1cccnc1,[M-H]-,176.69
CC(=O)C1=C(C)Nc2ncnn2C1c1cccs1,[M-H]-,153.21
CC(C)C(NS(=O)(=O)c1ccccc1)c1cccs1,[M-H]-,162.29
COc1cccc(CNS(=O)(=O)c2cccs2)c1,[M-H]-,161.88
O=C1NC2(CCOc3ccccc32)C(=O)N1CCN1C(=O)c2ccccc2C1=O,[M-H]-,185.96
C=CCNC(=O)NC(=O)CN1C(=O)NC(C)(c2ccc(Cl)cc2Cl)C1=O,[M-H]-,191.14
O=C(C1CC1)N1CCN(Cn2nc(-c3ccccc3)cc(C(F)(F)F)c2=O)CC1,[M-H]-,200.78
O=C(OCc1cccc([N+](=O)[O-])c1)C1c2ccccc2Oc2ccccc21,[M-H]-,186.45
Cc1nc2c(C#N)cnn2c(O)c1CC(=O)NC(C)c1ccc(-c2ccccc2)cc1,[M-H]-,194.71
COc1ccc(OC)c(CN(Cn2nc(-c3cccs3)[nH]c2=S)C2CC2)c1,[M+Na]+,197.04
CC(=O)N1CCC(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,[M+Na]+,190.0
Cc1nc(COc2ccc(C(=O)N(C)Cc3cnn(-c4ccccc4)c3)cc2)cs1,[M+H]+,193.49
CC(Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1nnc(-c2ccccc2)o1,[M+Na]+,209.38
CC(C)CCCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,[M+Na]+,338.0
O=C(Nc1nc(CN2CCOCC2)cs1)c1cn(-c2ccccc2)nc1-c1cccnc1,[M+H]+,207.48
CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,[M+H]+,315.9
CC(=O)Nc1ccc(NC(=O)C(C)NC2CCCCC2C)cc1,[M+H]+,184.65
COc1cc(C(=O)O)cc(OC)c1OCc1ccccc1,[M-H]-,178.15
c1ccc(Oc2cccc(CNCc3cccnc3N3CCOCC3)c2)cc1,[M+H]+,190.28
O=C(c1cc(S(=O)(=O)N2CCOCC2)c[nH]1)N1CC=C(c2ccc(F)cc2)CC1,[M+Na]+,223.91
Cn1nc(Sc2ccc3c(c2)OCCO3)c(=O)n(C)c1=O,[M+H]+,169.75
O=C(CNC1=NS(=O)(=O)c2ccccc21)NC1CCCCCCC1,[M-H]-,182.71
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCc1c[nH]c2ccccc12,[M+H]+,187.64
O=C(NC1CCCc2ccccc21)c1ncc(Cl)c(Cl)c1Cl,[M-H]-,179.87
O=C(NCc1ccc(-n2cccn2)nc1)C1CCN(C(=O)C2CC2)CC1,[M+H]+,175.48
CCn1c(=O)c2ccccc2n2c(S)nnc12,[M-H]-,151.25
O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)NC1CCOc2ccccc21,[M+Na]+,193.45
CC(C)C(C(=O)O)n1c(S)nc2ccccc2c1=O,[M+Na]+,171.42
O=C(COc1ncnc2sccc12)Nc1ccccc1Oc1ccccc1,[M+Na]+,186.88
Cc1ccc(C(=O)OCC(=O)c2ccc(CC(=O)N3CCOCC3)s2)c(C)c1,[M-H]-,206.64
Cc1ccc(N2C(=O)CC(C(=O)N(C)Cc3nc4ccccc4c(=O)[nH]3)C2c2cccs2)cc1,[M+H]+,211.18
CCSc1nnc(NC(=O)[C@@H](NC(=O)c2ccccc2Br)C(C)C)s1,[M-H]-,199.0
Cc1ccsc1C(=O)N(C)CC(=O)N(CC(C)C)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,[M-H]-,203.92
COc1cc(C)ccc1OCC(=O)NC1CCCCC1,[M+H]+,171.94
CCc1noc(C)c1C(=O)Nc1ccc(C#N)c(Cl)c1,[M-H]-,163.77
O=c1c2ccsc2ncn1Cc1nc(-c2ccc(Cl)cc2)no1,[M+H]+,185.04
Cc1ccc(C(=O)OCc2cc(=O)n3c(n2)sc2ccccc23)c(O)c1,[M+H]+,187.05
CC(NCC(=O)Nc1cc(Cl)cc(Cl)c1)c1ccccc1,[M-H]-,178.51
O=c1[nH]c2ccccc2c2nc(-c3cccc(Cl)c3)nn12,[M+H]+,169.24
CC(C)(C)OC(=O)NCCC(=O)NC1CCOc2ccccc21,[M-H]-,187.86
Cc1ccc(C(=O)CSc2nnc(-c3cccnc3)n2C2CC2)s1,[M-H]-,187.52
NC(=O)Cn1c(S)nnc1-c1cccs1,[M+H]+,148.96
Cc1nc2c3ccccc3nc(SC(C)C(=O)NC3CCCCCC3)n2n1,[M+Na]+,195.78
COc1ccccc1CNC(=O)CSc1nnc2[nH]c3ccccc3n12,[M-H]-,181.96
CC1CSC(N(C(=O)c2ccc(N3C(=O)CCC3=O)cc2)c2ccc(Cl)cc2)=N1,[M+Na]+,203.49
CCN(Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1)C(=O)Cc1ccc(-c2ccccc2)cc1,[M+H]+,213.02
O=C(CN1C(=O)Cc2ccccc2C1=O)N1CCN(C(=O)C2CC2)CC1,[M-H]-,191.58
CCCn1c(=O)c2c(S)nc(C3CCC3)nc2n(CCC)c1=O,[M+Na]+,193.39
COc1ccc(C2CC(c3cccs3)=NN2C(=O)COC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)cc1OC,[M+H]+,221.2
COc1ccc(-c2nnn(CN3CCCC3c3cccs3)n2)cc1OC,[M-H]-,189.75
CC(C)C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)NCC(C(C)C)N1CCOCC1,[M-H]-,210.51
O=C(C=Cc1ccc(-n2ccnc2)cc1)c1cccc(O)c1,[M+H]+,184.05
CCCN1C(=O)C(=O)N(CC(=O)c2ccc(F)c(F)c2)C1=O,[M+H]+,167.47
CC1CN(S(=O)(=O)c2ccc(C(=O)N3CCN(c4ncccn4)CC3)cc2)CC(C)O1,[M-H]-,214.65
CCC(C)(C)NC(=O)CCCNC(=O)c1ccc(Cl)cc1,[M-H]-,186.74
CCCN(CC(O)COc1ccc(C(=O)OC)cc1)CC1CC1,[M+H]+,185.47
O=C(NC1CC1)C(Sc1nc(-c2cccs2)n[nH]1)c1ccccc1,[M-H]-,184.4
O=C(CCCn1c(=O)oc2ccccc21)NCc1ccccc1OC(F)F,[M+H]+,185.02
COc1ccccc1S(=O)(=O)N(C)S(=O)(=O)c1cc(Cl)ccc1Cl,[M+H]+,188.5
CC(C)CCC(=O)NC1CCN(C(=O)c2ccco2)CC1,[M+H]+,172.72
CC(C)CC(CNC(=O)C(C)NC(=O)C12CC3CC(CC(C3)C1)C2)N1CCOCC1,[M+H]+,205.79
O=C(CN1CCN(c2ccccn2)CC1)N(Cc1ccccc1F)C1CC1,[M+H]+,192.03
CC(OC(=O)c1ccc(S(=O)(=O)C(F)F)cc1)C(=O)NC1CCCc2ccccc21,[M-H]-,202.26
O=c1[nH]c2ccccc2c(=O)n1CCc1nccn1Cc1ccccc1,[M+H]+,182.66
CCC(=O)N(CC=Cc1ccccc1)c1ccc2c(c1)OCCO2,[M+H]+,186.29
COc1cc(C(=O)Nc2cccc(C(C)=O)c2)ccc1OC(F)F,[M-H]-,179.93
CC(C)C(NC(N)=O)C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2,[M+H]+,191.21
COC(=O)c1ccc(CN(C)C2CCc3ccccc32)cc1,[M+H]+,175.56
Cc1cc2ncn(CCCC(=O)O)c2cc1C,[M-H]-,161.81
CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1ccc(OCC2CCCO2)cc1,[M-H]-,209.65
CC(Sc1nnc[nH]1)C(=O)Nc1ccc(Cc2nc3ccccc3s2)cc1,[M+H]+,193.74
CC(Sc1n[nH]c(=O)n1C1CC1)C(=O)N(c1nccs1)C1CCCCC1,[M-H]-,191.53
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)NCCCSc1ccccc1,[M+Na]+,192.37
Clc1ccc(-c2nnc(COc3ncnc4sccc34)o2)cc1,[M+H]+,181.29
CC(NC1CC2CC1C1CCCC21)C(O)c1ccc(O)cc1,[M+H]+,177.48
CC1CN(C(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)CC(C)O1,[M+H]+,179.12
Cc1ccccc1C(OCC(O)CN1C(=O)C2CCCCC2C1=O)c1ccccc1,[M-H]-,222.16
CSc1ccccc1C(=O)OCc1nc2ccccc2c(=O)[nH]1,[M-H]-,177.5
Cc1nn(-c2ccccc2)c2[nH]c(C(F)(F)F)nc(=O)c12,[M+Na]+,171.56
COc1cc(CN(C)Cn2nc3n(C)c(=O)c4ccccc4n3c2=S)ccc1OC(F)F,[M-H]-,213.63
O=S(=O)(NC1CC1)c1c(Cl)cccc1Cl,[M+H]+,151.16
O=C(OC1CCOC1=O)c1ccccc1O,[M-H]-,155.99
CC(=O)N1CCC(C(=O)NCCc2ccc(C(C)C)cc2)CC1,[M+Na]+,178.61
CCONC(=O)c1cc(-c2ccc(C)s2)nc2c1cnn2C(C)C,[M+H]+,184.63
CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCC1,[M-H]-,182.6
CC(=O)c1ccc(N2CCN(Cn3c(=O)oc4ccccc43)CC2)c(F)c1,[M-H]-,175.55
COc1cc(CN(C)Cn2nc3n(C)c(=O)c4ccccc4n3c2=S)ccc1OC(F)F,[M+Na]+,215.87
COc1ccccc1NC(=O)C1=CNc2nc(-c3cccnc3)nn2C1c1ccncc1,[M+Na]+,196.51
COc1ccc(S(=O)(=O)N2CCCC2C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1,[M+H]+,215.16
CC(C)NC(=O)Cn1cc(Br)c(=O)[nH]c1=O,[M-H]-,155.38
CCOCC(=O)OCC(=O)NC1C2CC3CC(C2)CC1C3,[M+H]+,175.16
Nc1nccnc1C(=O)OCc1ncc(-c2ccccc2)o1,[M+H]+,173.18
Cc1cnc(NC(=O)C=Cc2ccc(Br)o2)s1,[M+Na]+,178.7
CN(Cc1cccc(F)c1)C(=O)CSc1nc2ccccc2o1,[M+H]+,175.0
CCCc1ccc(C(=O)CN2C(=O)NC3(CCCCC3)C2=O)cc1,[M-H]-,180.97
Cn1ccnc1SCC(=O)Nc1ccccc1SC(F)F,[M+H]+,172.94
COc1ccccc1OCCNCC(O)COc1ccccc1C(C)C,[M+H]+,186.63
CCN(CC(=O)N1CCCC1c1ccc2c(c1)OCCO2)Cc1nc2ccccc2c(=O)[nH]1,[M+Na]+,207.31
Cc1cc(NC(=O)CN(C)Cc2ccc3c(c2)OCO3)n(-c2ccccc2)n1,[M+Na]+,213.49
Cc1ccc(CN(C)Cn2nnc3ccccc3c2=O)cc1,[M-H]-,164.77
CCCCCC(=O)NC1CCN(S(=O)(=O)c2ccc(C)cc2)CC1,[M+Na]+,196.14
O=C(NCC1CCCO1)c1ccc2c(c1)S(=O)(=O)N=C1CCCCCN12,[M+Na]+,206.4
O=C(Nc1ccccc1N1CCOCC1)C1(c2ccccc2)CC1,[M+H]+,176.98
CCn1c(SCC(=O)c2ccc3c(c2)OCO3)nnc1-c1ccco1,[M+H]+,183.91
CCn1[nH]ccc1=NC(=O)c1ccc(OCc2c(C)noc2C)c(OC)c1,[M-H]-,195.75
C=CCn1c(NC)nc2c1c(=O)[nH]c(=O)n2C,[M+H]+,149.06
Cc1cccc(NC(=O)CN(C)C(C)C(=O)NC2CCCC2)c1C,[M+H]+,187.95
Fc1cccc(Nc2nnc(Sc3ncnc4sccc34)s2)c1,[M-H]-,176.82
CC(C)CNC(=O)N(C)Cc1nc2ccccc2c(=O)[nH]1,[M-H]-,168.97
CS(=O)(=O)c1ccc(NS(=O)(=O)C=Cc2ccc(Cl)cc2)cc1,[M-H]-,187.64
O=C(NCc1ccc(-c2ccc(Cl)cc2)o1)c1cccc(CN2CCCC2=O)c1,[M-H]-,212.0
O=C(CCc1ccccc1O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+Na]+,186.3
COC(=O)c1ccoc1COC(=O)c1ccc(C(=O)c2ccccc2)cc1,[M+Na]+,205.2
O=S(=O)(c1ccccc1C(F)(F)F)N(Cc1ccc2c(c1)OCO2)C1CCCC1,[M+H]+,205.66
CCOC(=O)C1=C(CC)Nc2ccccc2N=C1NS(=O)(=O)c1ccc2c(c1)OCCO2,[M+H]+,207.06
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)c1ccc(C(F)(F)F)cn1,[M+H]+,187.95
Sc1nnc(N2CCCC2)n1C1CC1,[M+H]+,143.4
O=C1CCCC1Sc1ncnc2sc(-c3ccccc3)cc12,[M-H]-,186.47
CC(Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1nnc(-c2ccccc2)o1,[M-H]-,201.97
CC1(C(=O)N2CCC(C(N)=O)CC2)CC1(Cl)Cl,[M+Na]+,163.45
CCOc1ncccc1C(=O)NCc1cccc(OC)c1,[M+H]+,170.17
C1=Nc2ccccc2C1=C1NN=C(SCCN2CCOCC2)N1C1CC1,[M+Na]+,195.22
COc1ccc(OCC(=O)N2CC=C(c3ccc(F)cc3)CC2)cc1,[M+Na]+,198.47
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)NCCc1ccccc1,[M+Na]+,177.02
O=C(Nc1ccccc1Cc1ccccc1)c1ccccc1SC1CCS(=O)(=O)C1,[M+Na]+,198.45
Cc1ccc(C)c(C2C(=O)c3ccccc3C2=O)c1,[M-H]-,158.91
O=C(CCCn1c(=O)oc2ccccc21)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M+H]+,200.15
COc1ccc(OC)c(C2CCCN2Cn2ncn(-c3ccccc3)c2=S)c1,[M+H]+,169.35
Cc1cc(C(=O)OCC(=O)c2c(C)[nH]c3ccccc23)c(C)o1,[M-H]-,176.97
O=C(NCc1ccc(F)cc1)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1,[M+H]+,186.15
O=C(Nc1nnc(C(F)(F)F)[nH]1)c1ccc(Cl)cc1Cl,[M+Na]+,173.49
CC(c1nc2ccccc2s1)N(C)C(=O)CSc1nc2cc(Cl)cnc2[nH]1,[M+H]+,190.28
N#CC(=Cc1ccccc1Br)c1nc2ccccc2[nH]1,[M+H]+,170.66
CN(Cc1ccc(Cl)cc1)CN1C(=O)C2CC=CCC2C1=O,[M-H]-,172.98
FC(F)C(F)(F)COP1(OCC(F)(F)C(F)F)=NP(OCC(F)(F)C(F)F)(OCC(F)(F)C(F)F)=NP(OCC(F)(F)C(F)F)(OCC(F)(F)C(F)F)=N1,[M+H]+,243.48333333333335
CC(C)OCc1ccc(C(=O)O)cc1,[M-H]-,151.38
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,[M+H]+,216.15
Cc1ccc(C(=O)NCC(=O)NCC(F)(F)F)cc1C,[M-H]-,166.62
Cc1nc(-c2ccc(F)cc2)sc1C(=O)N1CCN(C(=O)C2CC2)CC1,[M-H]-,190.04
CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCOC)C2c2ccc(C(C)C)cc2)cc1,[M-H]-,221.71
Cc1ccc(CN(C)Cc2nc3ccsc3c(=O)[nH]2)c(C)c1,[M+H]+,173.27
COc1cc(OC)c(OC)cc1CN1C(=O)C(C)NC1=S,[M-H]-,171.91
Cc1ccc(C)c(C(=O)Nc2ccccc2SCC(N)=O)c1,[M-H]-,174.87
CCOc1ccc(-n2nnc(C(=O)Nc3nnc(CC)s3)c2C)cc1,[M+H]+,191.9
CC(=O)c1ccc(-n2c(=S)[nH]c3ccccc3c2=O)cc1,[M+H]+,169.57
N#Cc1cccc(S(=O)(=O)N(Cc2ccc(F)cc2)C2CC2)c1,[M+H]+,184.81
CC(Sc1nnc2[nH]c3ccccc3n12)C(=O)c1cccc(Cl)c1,[M-H]-,170.92
CCOC(=O)C1CCN(Cn2nc(Cc3cccs3)n(-c3ccccc3)c2=S)CC1,[M+Na]+,218.13
O=C(Cn1cnc2c(oc3ccccc32)c1=O)Nc1ccc(C(F)(F)F)cc1,[M-H]-,189.54
CC(C)CCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,[M+Na]+,332.0
COCCCCNC(=O)c1cnc(OCC(F)(F)F)c(Cl)c1,[M+H]+,178.96
Cc1cccc(OCCNC(=O)CNC(=O)c2ccccc2Br)c1,[M+H]+,185.65
COc1ccccc1CCC(=O)Nc1nnc(C)s1,[M-H]-,167.24
CC1CC1C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,[M-H]-,179.93
COC(=O)Cc1cc(=O)[nH]c(SCC(=O)N2CCc3ccccc32)n1,[M+H]+,183.65
CCC(=O)N(c1nnc(SCc2cc(=O)n3cc(C)ccc3n2)s1)C1CC1,[M-H]-,197.08
COc1cccc(C2C(Oc3ccccc3)C(=O)N2CC(C)(C)N2CCOCC2)c1OC,[M+H]+,205.38
COc1ccc(C2CCCCCN2CN2C(=O)C3CC=CCC3C2=O)cc1,[M+H]+,200.33
Cc1ccc(-c2n[nH]c(=S)n2CC(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,[M-H]-,213.08
COc1cc(CN(Cc2nc3ccccc3c(=O)[nH]2)C2CC2)ccc1OC(F)F,[M-H]-,191.72
CCOC(=O)C1=C(C)N(CCOC)C(=O)NC1c1cccs1,[M+H]+,170.29
CS(=O)(=O)NC1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,[M+Na]+,188.41
CCN(Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1)C(=O)Cc1ccc(-c2ccccc2)cc1,[M-H]-,212.83
NS(=O)(=O)c1ccc(Br)c(C(=O)Nc2cccc3c2CCCC3)c1,[M+H]+,190.25
CCCOc1ccc(C(=O)O)cc1OCCC,[M+H]+,163.86
CCn1c(=C(C#N)C#N)sc(=Cc2ccccc2F)c1=O,[M+H]+,171.91
O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccc[nH]1,[M+H]+,159.72
CC(=O)C1=C(C)Nc2ncnn2C1c1ccc(C)o1,[M+Na]+,171.6
CN(Cc1ccc2c(c1)OCCO2)CN1C(=O)NC(Cc2ccccc2)(Cc2ccccc2)C1=O,[M+Na]+,208.58
CS(=O)(=O)c1ccc(C(=O)C=Cc2ccsc2)cc1,[M+H]+,172.89
CC1(C)NC(=O)N(Cc2c(F)cccc2Cl)C1=O,[M+H]+,152.85
CN(C(=O)COc1cc(Cl)ccc1Cl)C1CCS(=O)(=O)C1,[M-H]-,183.15
COCCN(Cc1nc2ccccc2c(=O)[nH]1)S(=O)(=O)c1ccc2ccccc2c1,[M-H]-,192.57
C#CCNC(=O)c1ccc(OC)c(F)c1,[M+H]+,144.24
COc1ccc(CN(C(=O)CN2C(=O)C(=O)N(C)C2=O)C(C)Cc2cccs2)cc1,[M+H]+,192.72
O=C(CN1CCC(c2ccccc2)CC1)c1c[nH]c2ccccc12,[M+Na]+,172.57
